,DT,LO,LH,LL,LC,LV,MO,MH,ML,MC
0,1730864820,81.8,81.8,81.8,81.8,25.0,24264.3,24267.7,24234.9,24242.05
1,1730865000,63.9,63.9,63.9,63.9,50.0,24263.6,24263.6,24229.05,24234.35
2,1730865240,80.85,80.85,60.65,60.65,,24229.05,24267.3,24229.05,24265.25
3,1730865300,59.4,59.4,59.4,59.4,125.0,24264.2,24284.3,24253.7,24283.2
4,1730865480,59.4,59.4,59.4,59.4,2625.0,24297.9,24312.35,24297.9,24311.45
5,1730865540,50.0,50.0,50.0,50.0,2650.0,24309.9,24343.85,24309.3,24343.85
6,1730865660,45.9,45.95,45.9,45.95,,24337.75,24343.3,24332.55,24338.55
7,1730865720,45.95,45.95,45.95,45.95,3250.0,24338.45,24338.45,24324.8,24331.65
8,1730866140,54.45,54.45,54.45,54.45,3275.0,24325.7,24342.8,24325.65,24336.75
9,1730866500,48.75,48.75,48.75,48.75,,24346.75,24353.35,24340.5,24352.15
10,1730866560,47.4,47.4,47.4,47.4,3400.0,24351.45,24367.95,24350.75,24363.2
11,1730866680,44.15,44.15,44.15,44.15,,24376.55,24387.25,24375.5,24387.25
12,1730866740,44.15,44.15,44.15,44.15,3450.0,24387.6,24390.5,24381.2,24384.85
13,1730867100,46.65,46.65,46.65,46.65,,24359.15,24366.1,24344.1,24346.5
14,1730867160,46.65,46.65,46.65,46.65,3500.0,24347.0,24353.2,24343.65,24349.3
15,1730867400,45.2,45.2,45.2,45.2,,24354.9,24372.4,24354.9,24371.9
16,1730867460,45.2,45.2,45.2,45.2,3800.0,24372.15,24386.4,24371.1,24386.0
17,1730867520,45.2,45.2,45.2,45.2,3825.0,24385.55,24401.05,24384.6,24397.65
18,1730867640,42.75,42.75,42.75,42.75,,24399.25,24404.15,24393.55,24401.2
19,1730867700,42.75,42.75,42.75,42.75,3900.0,24400.75,24407.3,24398.15,24399.0
20,1730867820,41.05,41.05,41.05,41.05,,24406.35,24414.9,24406.25,24407.4
21,1730867880,41.05,41.05,41.05,41.05,3925.0,24408.75,24411.15,24404.2,24407.95
22,1730868540,40.0,40.0,40.0,40.0,5425.0,24387.05,24390.55,24375.2,24375.2
23,1730869020,45.1,45.1,45.1,45.1,,24353.45,24354.55,24342.9,24344.8
24,1730869140,49.05,49.05,49.05,49.05,5475.0,24328.7,24331.8,24320.7,24324.8
25,1730869200,49.05,49.05,49.05,49.05,5500.0,24324.45,24324.45,24289.0,24290.1
26,1730869260,51.65,51.65,51.65,51.65,,24290.9,24306.55,24281.25,24305.3
27,1730869320,51.65,51.65,51.65,51.65,5550.0,24306.0,24306.65,24299.75,24303.65
28,1730870580,51.65,51.65,51.65,51.65,5575.0,24310.2,24356.0,24310.2,24356.0
29,1730870640,47.4,47.4,47.4,47.4,,24355.7,24365.35,24341.2,24347.4
30,1730870700,47.4,47.4,47.4,47.4,5600.0,24346.3,24349.05,24340.5,24347.6
31,1730871720,48.9,48.9,48.9,48.9,,24363.6,24367.75,24359.5,24367.25
32,1730871780,48.9,48.9,48.9,48.9,5650.0,24366.55,24367.15,24362.4,24367.15
33,1730871960,48.75,48.75,48.75,48.75,,24362.6,24370.2,24361.6,24369.45
