,DT,LO,LH,LL,LC,LV,MO,MH,ML,MC
0,1730869740,1140.0,1140.0,1140.0,1140.0,,24323.9,24333.65,24323.9,24328.95
1,1730869800,1140.0,1140.0,1140.0,1140.0,25.0,24328.55,24330.25,24312.5,24313.05
2,1730870040,1117.6,1117.6,1117.6,1117.6,,24298.9,24304.75,24297.7,24299.45
3,1730870100,1117.6,1117.6,1117.6,1117.6,50.0,24298.45,24307.0,24296.1,24305.9
4,1730870340,1121.8,1121.8,1120.75,1120.75,,24310.45,24311.85,24304.55,24304.8
5,1730870400,1120.75,1120.75,1120.75,1120.75,100.0,24303.8,24307.8,24301.35,24305.2
6,1730872020,1145.5,1145.5,1145.5,1145.5,,24367.1,24367.1,24359.65,24360.55
7,1730872080,1145.5,1145.5,1145.5,1145.5,125.0,24359.75,24362.1,24353.45,24355.65
8,1730881080,1261.95,1261.95,1261.95,1261.95,150.0,24473.8,24474.65,24468.3,24469.8
9,1730955420,1025.0,1025.0,1025.0,1025.0,,24213.55,24213.55,24188.9,24196.1
10,1730955480,1025.0,1025.0,1025.0,1025.0,25.0,24196.2,24197.65,24193.05,24194.95
11,1731383100,975.2,975.2,975.2,975.2,0.0,24225.8,24239.4,24208.4,24235.0
12,1731383160,975.2,975.2,975.2,975.2,100.0,24231.85,24232.6,24200.4,24209.55
13,1731384600,901.15,901.15,901.15,901.15,125.0,24137.35,24143.2,24133.2,24142.95
14,1731385800,1012.45,1012.45,1012.45,1012.45,,24229.1,24233.9,24195.15,24206.8
15,1731385860,1012.45,1012.45,1012.45,1012.45,150.0,24205.4,24205.4,24191.05,24193.8
16,1731402060,758.6,758.6,751.15,751.15,350.0,23945.4,23966.95,23945.4,23951.55
17,1731405480,658.65,658.65,658.5,658.5,,23859.0,23860.1,23847.6,23855.3
18,1731405540,658.5,658.5,658.5,658.5,425.0,23854.0,23855.55,23839.6,23842.95
19,1731471360,599.6,599.6,599.6,599.6,25.0,23752.0,23760.65,23742.7,23753.1
20,1731471720,599.6,599.6,599.6,599.6,50.0,23773.2,23807.05,23773.2,23781.55
21,1731472800,557.05,557.05,557.05,557.05,,23716.95,23730.7,23715.45,23727.45
22,1731472860,557.05,557.05,557.05,557.05,175.0,23726.95,23727.0,23718.1,23726.75
23,1731473100,535.2,535.2,527.85,527.85,525.0,23695.35,23695.35,23681.35,23681.35
24,1731473160,528.35,539.0,527.05,531.55,,23682.65,23695.9,23679.55,23682.85
25,1731473220,528.2,542.85,528.2,542.1,1325.0,23682.5,23704.75,23681.9,23704.75
26,1731473280,544.55,550.05,540.85,550.05,2700.0,23705.75,23714.5,23701.95,23714.0
27,1731473340,550.05,550.05,550.05,550.05,2775.0,23712.2,23714.9,23704.25,23708.85
28,1731473400,544.1,544.1,540.4,540.4,,23708.15,23709.6,23688.8,23696.95
29,1731473460,537.6,542.0,532.2,539.35,2825.0,23697.05,23697.55,23689.85,23692.9
30,1731473520,543.0,544.15,532.65,532.65,3425.0,23693.55,23697.9,23682.0,23684.55
31,1731473580,533.8,533.8,533.8,533.8,3475.0,23683.95,23692.25,23682.3,23688.1
32,1731473640,541.65,541.65,541.65,541.65,,23688.65,23706.1,23688.65,23705.3
33,1731473700,541.65,541.65,541.65,541.65,3550.0,23705.75,23744.35,23705.6,23742.45
34,1731473820,560.4,560.4,560.4,560.4,3575.0,23721.5,23736.15,23717.65,23731.4
35,1731473880,560.65,560.65,560.65,560.65,,23731.35,23733.1,23728.25,23731.3
36,1731473940,561.0,561.0,561.0,561.0,3625.0,23731.65,23733.1,23726.0,23729.0
37,1731474180,563.25,563.25,561.3,561.8,,23722.15,23742.5,23721.8,23734.9
38,1731474240,562.3,563.1,560.85,561.95,3975.0,23736.0,23743.25,23731.65,23742.6
39,1731474300,561.95,561.95,561.95,561.95,4075.0,23742.9,23769.75,23742.2,23753.65
40,1731474960,554.65,554.65,554.65,554.65,,23712.3,23718.15,23706.6,23718.15
41,1731475020,555.4,558.35,555.4,558.35,4125.0,23717.95,23723.85,23717.4,23723.35
42,1731475080,558.35,558.35,558.35,558.35,4150.0,23723.45,23736.75,23718.9,23733.5
43,1731475500,577.25,577.6,576.85,576.85,,23757.75,23758.2,23751.45,23751.75
44,1731475560,576.85,576.85,576.85,576.85,4250.0,23752.1,23756.25,23743.35,23747.25
45,1731475680,562.45,562.45,561.05,561.05,,23738.9,23738.9,23728.55,23734.55
46,1731475740,561.05,561.05,561.05,561.05,4350.0,23735.9,23739.2,23731.85,23735.55
47,1731475860,564.85,564.85,564.85,564.85,4375.0,23739.45,23743.25,23737.2,23739.85
48,1731476100,559.5,559.5,559.5,559.5,,23725.95,23732.15,23719.9,23719.9
49,1731476160,559.5,559.5,559.5,559.5,4400.0,23720.4,23726.3,23715.05,23719.75
50,1731476640,552.75,552.75,552.75,552.75,,23715.2,23727.5,23708.8,23710.3
51,1731476700,552.75,552.75,552.75,552.75,4425.0,23709.9,23720.15,23709.65,23713.9
52,1731476760,541.7,541.7,541.7,541.7,4450.0,23713.45,23716.9,23708.4,23716.2
53,1731477060,537.1,537.1,537.1,537.1,,23702.2,23705.5,23697.2,23704.45
54,1731477120,539.25,539.25,539.25,539.25,4575.0,23703.55,23711.5,23701.6,23710.9
55,1731477240,550.15,550.15,550.15,550.15,4675.0,23715.25,23718.5,23712.95,23716.8
56,1731478080,540.0,540.0,540.0,540.0,4775.0,23709.3,23714.15,23708.05,23712.95
57,1731478140,543.4,543.4,543.4,543.4,,23713.55,23715.2,23706.5,23715.2
58,1731478200,545.5,545.5,545.5,545.5,4900.0,23715.4,23716.6,23710.95,23712.3
59,1731478320,540.6,540.6,540.6,540.6,,23716.05,23716.95,23707.65,23708.25
60,1731478380,540.6,540.6,540.6,540.6,5000.0,23708.1,23708.1,23691.85,23692.85
61,1731478980,538.95,538.95,538.95,538.95,,23710.8,23714.5,23709.1,23709.6
62,1731479040,538.95,538.95,538.95,538.95,5025.0,23710.1,23711.7,23706.0,23706.05
63,1731479160,540.65,540.65,540.65,540.65,5050.0,23709.9,23709.9,23702.3,23704.2
64,1731479400,551.15,551.15,549.6,549.6,,23715.45,23726.7,23714.65,23725.45
65,1731479460,549.6,549.6,549.6,549.6,5125.0,23725.9,23727.8,23715.5,23715.75
66,1731479580,540.8,540.8,540.05,540.05,,23710.4,23717.6,23709.8,23715.5
67,1731479640,540.05,540.05,540.05,540.05,5200.0,23715.7,23716.2,23702.6,23705.3
68,1731479760,531.95,531.95,531.95,531.95,5225.0,23702.3,23706.6,23697.25,23698.15
69,1731479820,530.9,530.9,529.1,529.1,,23698.05,23701.45,23695.65,23698.7
70,1731479880,529.1,529.1,529.1,529.1,5275.0,23699.05,23701.5,23684.2,23684.95
71,1731479940,519.1,519.1,519.1,519.1,,23685.15,23693.8,23685.15,23689.75
72,1731480000,519.1,519.1,519.1,519.1,5300.0,23689.85,23689.85,23683.5,23684.1
73,1731480420,526.15,527.25,526.15,527.25,,23687.45,23700.55,23687.1,23699.6
74,1731480480,526.9,533.9,526.55,532.8,5825.0,23699.1,23706.05,23698.4,23705.05
75,1731480540,532.5,535.45,532.5,533.8,,23705.35,23707.2,23700.95,23704.1
76,1731480600,533.4,533.4,528.8,529.5,6275.0,23704.3,23705.0,23697.95,23698.95
77,1731480660,528.8,529.2,528.8,529.2,6725.0,23699.5,23703.65,23696.65,23698.95
78,1731480720,537.15,538.6,537.15,538.6,,23699.15,23708.1,23698.05,23707.65
79,1731480780,538.55,538.55,536.05,536.4,6925.0,23708.6,23710.4,23705.75,23708.55
80,1731480840,539.1,543.85,538.1,542.1,,23709.75,23717.55,23709.1,23713.25
81,1731480900,536.55,536.55,536.55,536.55,7375.0,23712.6,23713.25,23706.45,23707.7
82,1731480960,536.55,536.55,536.55,536.55,7400.0,23706.7,23710.8,23705.8,23706.75
83,1731481320,532.45,532.45,532.45,532.45,,23703.85,23705.25,23699.85,23702.6
84,1731481380,538.45,538.45,538.45,538.45,7425.0,23702.65,23711.4,23702.65,23710.65
85,1731481440,538.4,540.05,538.4,540.05,7500.0,23712.05,23715.35,23707.3,23710.4
86,1731481560,534.95,534.95,534.95,534.95,7525.0,23702.75,23705.65,23696.95,23698.9
87,1731482160,515.75,515.75,515.75,515.75,,23683.95,23686.3,23681.05,23685.75
88,1731482220,515.75,515.75,515.75,515.75,7550.0,23685.85,23686.75,23661.7,23663.65
89,1731482280,499.55,499.55,499.55,499.55,,23663.2,23673.1,23657.2,23673.1
90,1731482340,511.25,512.75,511.2,511.2,7650.0,23673.15,23678.6,23671.3,23675.2
91,1731482400,509.75,511.95,506.0,511.25,7875.0,23674.9,23679.35,23672.55,23678.35
92,1731482460,506.6,511.55,506.6,511.55,,23679.95,23681.8,23674.65,23681.45
93,1731482520,510.85,514.45,510.6,513.95,7975.0,23681.3,23687.35,23679.75,23686.5
94,1731482580,513.95,513.95,513.95,513.95,8275.0,23687.15,23687.15,23671.3,23673.55
95,1731482760,503.15,503.95,503.1,503.95,8350.0,23670.3,23671.0,23664.9,23670.5
96,1731482820,505.75,506.8,500.2,500.2,,23670.4,23670.4,23663.0,23664.3
97,1731482880,493.45,493.45,493.45,493.45,8475.0,23663.7,23664.05,23651.1,23654.05
98,1731482940,493.45,493.45,493.45,493.45,8500.0,23654.0,23660.65,23652.95,23659.1
99,1731483240,493.2,493.2,493.2,493.2,8525.0,23653.1,23659.35,23647.95,23649.1
100,1731483600,484.65,484.65,483.25,484.35,8600.0,23641.8,23643.55,23636.6,23637.5
101,1731483660,484.35,484.35,484.35,484.35,8650.0,23637.45,23648.95,23633.2,23648.4
102,1731484920,491.75,491.75,491.75,491.75,8700.0,23651.2,23652.65,23643.7,23645.2
103,1731485040,485.85,485.85,485.85,485.85,8800.0,23642.5,23646.9,23640.9,23642.2
104,1731485160,480.25,480.25,480.25,480.25,,23647.15,23651.35,23646.15,23650.25
105,1731485220,480.25,480.25,480.25,480.25,8875.0,23650.35,23662.4,23648.25,23661.8
106,1731485580,503.1,503.1,503.1,503.1,,23665.5,23675.8,23664.5,23672.7
107,1731485700,532.05,532.05,532.05,532.05,8975.0,23685.85,23710.45,23685.85,23701.95
108,1731485760,532.05,532.05,532.05,532.05,9025.0,23702.7,23706.85,23695.45,23697.15
109,1731485820,544.6,544.6,544.6,544.6,,23696.9,23715.1,23696.9,23713.3
110,1731485940,532.6,532.6,532.6,532.6,9100.0,23707.35,23708.65,23702.7,23707.6
111,1731486000,532.6,532.6,532.6,532.6,9150.0,23707.15,23711.2,23693.9,23710.6
112,1731486120,532.6,532.6,532.6,532.6,9175.0,23706.8,23707.75,23694.4,23699.8
113,1731486360,539.0,539.0,539.0,539.0,,23703.55,23714.55,23703.15,23713.5
114,1731486420,548.05,548.05,548.05,548.05,9200.0,23713.9,23721.0,23713.25,23716.15
115,1731486480,548.05,548.05,548.05,548.05,9225.0,23717.75,23718.6,23702.05,23702.65
116,1731487680,488.0,488.0,488.0,488.0,,23641.4,23646.8,23639.0,23642.8
117,1731487740,488.0,488.0,488.0,488.0,9250.0,23643.65,23646.35,23636.8,23643.55
118,1731487920,475.1,475.1,475.1,475.1,,23621.2,23625.1,23615.55,23621.15
119,1731487980,475.1,475.1,475.1,475.1,9275.0,23621.0,23621.6,23615.1,23618.9
120,1731488040,480.15,480.15,480.15,480.15,9350.0,23620.1,23624.15,23612.9,23612.9
121,1731488220,479.0,479.0,479.0,479.0,,23613.15,23627.05,23608.2,23626.0
122,1731488280,474.55,474.55,474.55,474.55,9750.0,23625.85,23625.85,23618.6,23621.8
123,1731488340,468.5,468.5,468.5,468.5,,23622.55,23622.55,23596.9,23598.95
124,1731488400,468.5,468.5,468.5,468.5,9875.0,23596.85,23606.75,23590.5,23590.95
125,1731489300,445.45,445.45,445.45,445.45,9950.0,23561.45,23561.45,23545.75,23551.7
126,1731489360,453.55,453.55,453.55,453.55,10200.0,23551.3,23574.2,23550.95,23570.0
127,1731489720,439.75,439.75,439.75,439.75,10225.0,23550.05,23559.85,23548.1,23553.85
