DT,LO,LH,LL,LC,LV,MO,MH,ML,MC
2024-11-11 14:34:00+05:30,1000.05,1000.05,1000.05,1000.05,,24152.9,24174.15,24151.55,24174.0
2024-11-11 14:35:00+05:30,1000.05,1000.05,1000.05,1000.05,25.0,24175.65,24187.2,24174.15,24182.25
2024-11-12 14:12:00+05:30,845.0,845.0,845.0,845.0,,23957.6,23968.55,23953.1,23958.5
2024-11-12 14:13:00+05:30,845.0,845.0,845.0,845.0,50.0,23958.35,23958.6,23945.25,23946.4
2024-11-12 14:30:00+05:30,824.6,824.6,824.6,824.6,100.0,23921.75,23947.75,23919.4,23944.3
2024-11-12 14:40:00+05:30,836.45,836.45,836.45,836.45,200.0,23946.75,23953.9,23937.6,23942.55
2024-11-12 14:41:00+05:30,835.35,835.35,830.7,831.45,,23942.15,23947.9,23936.45,23942.45
2024-11-12 14:42:00+05:30,831.25,831.25,827.15,830.95,700.0,23939.1,23943.55,23933.0,23937.35
2024-11-12 14:43:00+05:30,828.05,833.3,828.05,833.3,1225.0,23940.4,23946.55,23936.55,23943.05
2024-11-12 14:44:00+05:30,834.6,834.6,834.6,834.6,1475.0,23943.3,23945.95,23935.55,23944.15
2024-11-12 14:45:00+05:30,834.1,834.1,834.1,834.1,1500.0,23944.7,23952.65,23944.45,23950.75
2024-11-12 14:46:00+05:30,836.45,843.3,836.45,841.8,,23950.9,23962.3,23947.65,23960.6
2024-11-12 14:47:00+05:30,840.7,841.7,834.55,834.55,1650.0,23959.6,23962.25,23949.35,23950.7
2024-11-12 14:48:00+05:30,834.55,834.55,834.55,834.55,1875.0,23950.55,23952.4,23943.2,23950.95
2024-11-12 14:49:00+05:30,835.8,835.8,835.8,835.8,1925.0,23950.2,23953.05,23947.85,23949.35
2024-11-12 14:50:00+05:30,831.7,839.75,831.7,839.75,2050.0,23952.15,23962.25,23947.15,23962.25
2024-11-12 14:51:00+05:30,837.05,837.05,837.05,837.05,,23961.35,23961.35,23949.5,23951.1
2024-11-12 14:52:00+05:30,833.85,833.85,829.1,829.1,2200.0,23950.55,23954.45,23947.3,23950.9
2024-11-12 14:53:00+05:30,827.3,830.75,827.3,830.75,2375.0,23950.8,23952.15,23941.8,23946.9
2024-11-12 14:54:00+05:30,826.3,831.15,826.3,828.95,2600.0,23947.15,23948.4,23942.4,23943.3
2024-11-12 14:55:00+05:30,827.8,827.8,826.95,826.95,3000.0,23942.4,23951.5,23940.85,23947.7
2024-11-12 14:56:00+05:30,828.85,831.7,828.85,831.7,3125.0,23947.05,23951.0,23944.7,23949.7
2024-11-12 14:57:00+05:30,829.2,829.2,829.2,829.2,,23949.0,23951.45,23942.1,23946.85
2024-11-12 14:58:00+05:30,831.1,831.1,831.1,831.1,3350.0,23947.15,23950.55,23941.75,23944.25
2024-11-12 14:59:00+05:30,824.85,824.85,820.75,820.75,3400.0,23944.3,23946.0,23925.8,23926.55
2024-11-12 15:00:00+05:30,818.1,818.1,808.4,809.45,3750.0,23923.45,23929.7,23908.25,23912.25
2024-11-12 15:01:00+05:30,810.45,819.8,810.45,817.9,,23913.35,23936.3,23913.35,23927.1
2024-11-12 15:02:00+05:30,819.35,823.75,815.25,815.25,4425.0,23926.75,23931.7,23925.85,23926.7
2024-11-12 15:03:00+05:30,815.25,815.25,815.25,815.25,4500.0,23925.9,23929.85,23923.95,23925.2
2024-11-12 15:06:00+05:30,811.85,811.85,811.85,811.85,,23918.05,23919.4,23908.15,23910.55
2024-11-12 15:07:00+05:30,811.85,811.85,811.85,811.85,4775.0,23910.9,23912.3,23893.45,23893.9
2024-11-12 15:08:00+05:30,793.85,794.2,789.15,790.6,5350.0,23893.55,23895.75,23880.65,23881.55
2024-11-12 15:09:00+05:30,789.9,792.25,784.1,785.75,,23881.7,23890.3,23881.1,23889.05
2024-11-12 15:10:00+05:30,788.7,788.7,772.7,775.2,5925.0,23889.6,23890.65,23872.6,23873.2
2024-11-12 15:11:00+05:30,778.25,781.65,772.9,777.0,7200.0,23873.35,23879.65,23873.15,23873.15
2024-11-12 15:12:00+05:30,776.8,776.8,774.75,776.25,7450.0,23873.55,23878.45,23871.7,23874.45
2024-11-12 15:14:00+05:30,778.4,778.4,778.4,778.4,7500.0,23867.65,23875.75,23867.65,23870.8
2024-11-12 15:23:00+05:30,769.9,769.9,769.9,769.9,,23878.5,23878.5,23869.6,23869.85
2024-11-12 15:24:00+05:30,770.4,770.4,770.25,770.25,,23869.5,23870.25,23862.3,23869.35
2024-11-12 15:25:00+05:30,769.4,769.4,769.4,769.4,7600.0,23869.15,23873.85,23868.4,23872.75
2024-11-12 15:26:00+05:30,766.9,766.9,766.9,766.9,7725.0,23872.45,23872.45,23862.95,23863.4
2024-11-12 15:27:00+05:30,765.1,765.1,765.1,765.1,7775.0,23863.45,23866.25,23859.7,23861.35
2024-11-13 10:14:00+05:30,660.0,660.0,660.0,660.0,,23697.75,23699.8,23690.35,23694.55
2024-11-13 10:15:00+05:30,660.0,660.0,660.0,660.0,300.0,23695.35,23695.35,23681.35,23681.35
2024-11-13 10:18:00+05:30,675.45,675.5,675.45,675.5,,23705.75,23714.5,23701.95,23714.0
2024-11-13 10:19:00+05:30,675.5,675.5,675.5,675.5,350.0,23712.2,23714.9,23704.25,23708.85
2024-11-13 10:20:00+05:30,662.9,662.9,662.9,662.9,,23708.15,23709.6,23688.8,23696.95
2024-11-13 10:22:00+05:30,662.9,662.9,662.9,662.9,375.0,23693.55,23697.9,23682.0,23684.55
2024-11-13 10:25:00+05:30,684.8,684.8,684.8,684.8,,23705.75,23744.35,23705.6,23742.45
2024-11-13 10:26:00+05:30,684.8,684.8,684.8,684.8,400.0,23741.05,23741.6,23721.3,23721.3
2024-11-13 10:33:00+05:30,683.95,683.95,683.95,683.95,,23722.15,23742.5,23721.8,23734.9
2024-11-13 10:34:00+05:30,684.85,684.85,684.85,684.85,425.0,23736.0,23743.25,23731.65,23742.6
2024-11-13 10:35:00+05:30,684.85,684.85,684.85,684.85,450.0,23742.9,23769.75,23742.2,23753.65
2024-11-13 10:37:00+05:30,686.95,686.95,686.95,686.95,,23748.65,23752.4,23744.85,23747.05
2024-11-13 10:38:00+05:30,686.95,686.95,686.95,686.95,475.0,23746.9,23754.0,23742.7,23751.95
2024-11-13 10:44:00+05:30,673.6,673.6,672.65,672.65,525.0,23710.15,23710.15,23700.0,23706.15
2024-11-13 10:45:00+05:30,674.7,674.7,674.7,674.7,,23705.9,23715.75,23702.55,23712.25
2024-11-13 10:46:00+05:30,673.9,678.3,673.9,678.3,550.0,23712.3,23718.15,23706.6,23718.15
2024-11-13 10:47:00+05:30,678.6,678.6,677.9,677.9,750.0,23717.95,23723.85,23717.4,23723.35
2024-11-13 10:54:00+05:30,705.25,705.25,701.8,701.8,,23776.4,23780.0,23755.7,23758.2
2024-11-13 10:55:00+05:30,701.8,701.8,701.8,701.8,800.0,23757.75,23758.2,23751.45,23751.75
2024-11-13 10:58:00+05:30,688.45,688.45,688.45,688.45,,23738.9,23738.9,23728.55,23734.55
2024-11-13 10:59:00+05:30,688.15,688.15,686.7,686.7,850.0,23735.9,23739.2,23731.85,23735.55
2024-11-13 11:00:00+05:30,686.9,693.1,686.9,691.05,875.0,23735.95,23745.6,23734.15,23739.0
2024-11-13 11:01:00+05:30,692.95,692.95,690.7,691.25,1400.0,23739.45,23743.25,23737.2,23739.85
2024-11-13 11:02:00+05:30,689.4,689.4,683.85,686.8,1850.0,23738.9,23739.9,23725.7,23731.05
2024-11-13 11:03:00+05:30,686.85,686.85,683.65,683.65,2100.0,23732.1,23733.95,23718.25,23727.3
2024-11-13 11:07:00+05:30,678.85,678.85,678.85,678.85,,23718.1,23720.0,23711.05,23716.85
2024-11-13 11:08:00+05:30,678.5,678.5,678.5,678.5,2150.0,23716.6,23719.35,23712.15,23715.7
2024-11-13 11:09:00+05:30,673.35,673.9,672.05,672.05,,23715.9,23720.75,23713.85,23716.2
2024-11-13 11:10:00+05:30,673.6,675.4,669.15,670.2,2575.0,23715.4,23720.25,23708.15,23709.8
2024-11-13 11:11:00+05:30,669.45,671.85,668.65,671.85,2950.0,23710.25,23714.85,23702.1,23707.05
2024-11-13 11:12:00+05:30,671.45,672.05,670.25,670.25,,23707.9,23712.6,23703.75,23704.8
2024-11-13 11:13:00+05:30,670.25,670.25,670.25,670.25,3100.0,23704.85,23715.75,23703.2,23715.75
2024-11-13 11:14:00+05:30,681.6,681.6,681.1,681.1,,23715.2,23727.5,23708.8,23710.3
2024-11-13 11:15:00+05:30,681.1,681.1,681.1,681.1,3150.0,23709.9,23720.15,23709.65,23713.9
2024-11-13 11:16:00+05:30,672.4,672.4,672.4,672.4,,23713.45,23716.9,23708.4,23716.2
2024-11-13 11:17:00+05:30,672.4,672.4,672.4,672.4,3250.0,23715.65,23716.55,23706.25,23708.3
2024-11-13 11:22:00+05:30,666.8,671.25,666.8,671.25,,23703.55,23711.5,23701.6,23710.9
2024-11-13 11:23:00+05:30,673.0,676.35,673.0,676.35,3350.0,23710.95,23717.65,23709.9,23714.2
2024-11-13 11:24:00+05:30,676.35,676.35,676.35,676.35,3400.0,23715.25,23718.5,23712.95,23716.8
2024-11-13 11:30:00+05:30,669.5,669.5,669.5,669.5,3425.0,23710.45,23711.7,23704.55,23705.65
2024-11-13 11:36:00+05:30,675.2,675.2,674.6,674.6,,23721.85,23723.6,23716.2,23716.2
2024-11-13 11:37:00+05:30,674.6,674.6,674.6,674.6,3475.0,23715.4,23716.8,23708.5,23708.5
2024-11-13 11:38:00+05:30,673.35,673.35,673.35,673.35,,23709.3,23714.15,23708.05,23712.95
2024-11-13 11:39:00+05:30,669.7,670.25,669.7,670.25,3550.0,23713.55,23715.2,23706.5,23715.2
2024-11-13 11:40:00+05:30,674.45,674.45,672.5,672.5,3700.0,23715.4,23716.6,23710.95,23712.3
2024-11-13 11:41:00+05:30,674.1,675.85,669.6,675.85,,23712.35,23718.45,23707.65,23718.45
2024-11-13 11:42:00+05:30,674.65,675.0,673.0,673.0,4075.0,23716.05,23716.95,23707.65,23708.25
2024-11-13 11:43:00+05:30,668.5,668.5,668.3,668.3,4425.0,23708.1,23708.1,23691.85,23692.85
2024-11-13 11:48:00+05:30,664.9,665.3,664.9,664.95,4500.0,23713.25,23713.3,23702.7,23706.55
2024-11-13 11:49:00+05:30,673.9,673.9,672.35,672.35,,23705.95,23715.85,23703.5,23713.95
2024-11-13 11:50:00+05:30,671.85,672.6,671.85,672.6,4700.0,23713.55,23718.4,23712.6,23716.8
2024-11-13 11:51:00+05:30,671.3,674.15,671.3,671.45,,23716.4,23718.25,23711.15,23711.75
2024-11-13 11:52:00+05:30,671.35,672.85,669.6,670.05,5250.0,23711.3,23715.6,23709.15,23710.7
2024-11-13 11:53:00+05:30,672.4,672.45,669.0,669.05,5800.0,23710.8,23714.5,23709.1,23709.6
2024-11-13 11:54:00+05:30,669.05,669.05,669.05,669.05,6000.0,23710.1,23711.7,23706.0,23706.05
