,DT,LO,LH,LL,LC,LV,MO,MH,ML,MC
0,1731558300,517.25,517.25,517.25,517.25,,23572.65,23597.85,23572.65,23595.05
1,1731558360,525.15,525.15,525.15,525.15,,23595.5,23606.3,23593.4,23603.55
2,1731558420,525.15,525.15,525.15,525.15,200.0,23602.8,23608.85,23595.25,23596.9
3,1731566640,509.25,509.25,509.25,509.25,,23547.55,23568.65,23546.85,23562.9
4,1731566700,509.25,509.25,509.25,509.25,600.0,23562.7,23563.85,23547.55,23555.45
5,1731566940,491.15,491.15,491.15,491.15,,23554.8,23554.8,23545.15,23547.8
6,1731567000,490.5,490.5,489.4,489.4,1300.0,23547.5,23547.5,23531.55,23534.3
7,1731567060,483.55,483.55,483.55,483.55,,23533.3,23537.75,23530.6,23537.75
8,1731567120,483.55,483.55,483.55,483.55,1700.0,23536.65,23543.3,23532.2,23534.6
9,1731571140,500.0,500.0,500.0,500.0,1725.0,23565.75,23566.05,23558.5,23559.95
10,1731571920,485.6,485.6,485.6,485.6,,23528.25,23528.5,23522.8,23525.3
11,1731571980,485.6,485.6,485.6,485.6,1775.0,23525.15,23526.75,23520.15,23522.05
12,1731572160,472.35,472.35,472.35,472.35,1800.0,23523.1,23531.65,23520.8,23530.35
13,1731574800,476.45,476.55,476.45,476.55,,23533.1,23540.1,23532.85,23540.1
14,1731574860,476.55,476.55,476.55,476.55,1900.0,23539.35,23542.95,23534.15,23541.85
15,1731576900,460.0,460.0,460.0,460.0,,23513.45,23513.45,23507.85,23508.2
16,1731576960,460.0,460.0,460.0,460.0,1925.0,23508.6,23508.6,23487.35,23487.35
17,1731577500,473.05,473.05,473.05,473.05,,23541.3,23547.55,23537.05,23542.15
18,1731577560,473.05,473.05,473.05,473.05,3500.0,23540.95,23544.1,23534.15,23543.1
19,1731577860,475.7,475.7,475.7,475.7,3600.0,23547.05,23551.7,23546.25,23551.1
20,1731577980,472.35,473.2,472.35,473.2,,23546.0,23548.8,23544.95,23547.8
21,1731578040,473.2,473.2,473.2,473.2,4000.0,23549.35,23549.35,23544.0,23546.9
22,1731578160,475.7,475.7,475.7,475.7,,23548.9,23550.7,23546.65,23548.2
23,1731578220,475.7,475.7,475.7,475.7,4200.0,23549.1,23559.05,23545.4,23554.95
24,1731578280,479.2,479.2,479.2,479.2,,23555.5,23562.55,23548.05,23551.1
25,1731578340,486.35,486.35,486.35,486.35,,23555.65,23562.65,23548.45,23559.6
26,1731903120,362.95,362.95,362.95,362.95,25.0,23400.25,23407.85,23378.55,23385.0
27,1731903420,393.65,393.65,376.5,376.5,75.0,23379.6,23421.7,23379.6,23412.25
28,1731903480,375.0,381.4,375.0,381.4,1100.0,23411.55,23439.05,23399.4,23415.2
29,1731903600,385.3,385.3,385.3,385.3,,23424.9,23434.6,23416.55,23421.75
30,1731903660,385.3,385.3,385.3,385.3,1125.0,23422.2,23436.15,23418.95,23420.65
31,1731904140,377.8,377.8,377.8,377.8,,23405.3,23414.1,23400.4,23405.85
32,1731904200,377.8,377.8,377.8,377.8,1200.0,23406.5,23415.6,23397.6,23415.6
33,1731904440,405.55,405.55,405.55,405.55,,23464.25,23475.3,23464.25,23471.35
34,1731904500,405.55,405.55,405.55,405.55,1275.0,23471.8,23479.4,23469.1,23472.8
35,1731904980,427.1,427.1,427.1,427.1,,23482.7,23483.1,23465.35,23465.45
36,1731905040,427.1,427.1,427.1,427.1,1450.0,23462.75,23463.2,23450.0,23450.0
37,1731905160,397.85,397.85,397.85,397.85,,23435.35,23441.15,23434.5,23441.15
38,1731905220,397.85,397.85,397.85,397.85,1700.0,23440.1,23452.3,23438.25,23439.35
39,1731905880,377.8,377.8,377.8,377.8,,23425.1,23425.8,23408.95,23415.8
40,1731905940,377.8,377.8,377.8,377.8,2325.0,23416.2,23416.2,23403.7,23406.1
41,1731906360,370.65,370.65,370.65,370.65,,23399.2,23400.85,23389.65,23391.25
42,1731906420,368.5,368.5,368.5,368.5,2350.0,23391.55,23394.05,23386.05,23389.2
43,1731906480,369.65,373.85,369.65,373.85,2450.0,23390.05,23396.45,23387.65,23391.65
44,1731906600,363.15,363.15,363.15,363.15,2500.0,23381.1,23388.35,23378.65,23385.3
45,1731906960,355.55,355.55,355.55,355.55,3150.0,23379.8,23379.8,23369.0,23373.7
46,1731907020,349.35,349.35,349.35,349.35,3175.0,23372.75,23372.75,23363.6,23368.1
47,1731907200,340.95,359.15,340.95,359.15,3325.0,23353.5,23375.85,23353.5,23374.35
48,1731907320,351.65,353.35,351.65,353.35,3500.0,23371.75,23379.7,23369.85,23379.0
49,1731907500,357.05,357.05,357.05,357.05,3600.0,23373.15,23388.95,23372.1,23388.95
50,1731907560,372.8,372.8,372.8,372.8,3625.0,23388.75,23407.5,23387.6,23400.6
51,1731907620,378.7,378.7,378.7,378.7,,23400.55,23415.2,23400.55,23411.4
52,1731907680,370.15,377.25,370.15,377.25,3775.0,23411.0,23411.15,23407.05,23408.85
53,1731907740,371.2,379.2,371.2,379.2,3825.0,23409.8,23413.65,23408.15,23413.5
54,1731908040,365.9,365.9,365.9,365.9,3850.0,23388.0,23388.7,23384.85,23385.55
55,1731908340,353.05,353.05,353.05,353.05,,23376.95,23376.95,23367.35,23368.8
56,1731908400,353.05,353.05,353.05,353.05,3875.0,23369.15,23372.95,23367.55,23372.2
57,1731908460,351.9,351.9,351.9,351.9,3900.0,23372.1,23382.4,23372.1,23380.2
58,1731908760,363.15,363.15,363.15,363.15,3925.0,23386.8,23392.85,23386.4,23390.0
59,1731908880,364.0,364.0,364.0,364.0,3975.0,23396.4,23403.5,23396.4,23403.05
