,DT,LO,LH,LL,LC,LV,MO,MH,ML,MC
0,1731490380,134.5,134.8,134.5,134.6,75.0,23537.15,23537.15,23525.05,23527.5
1,1731490440,134.6,134.6,134.6,134.6,125.0,23526.55,23532.2,23511.2,23517.95
2,1731491880,131.65,131.65,131.65,131.65,150.0,23613.25,23614.1,23601.25,23602.5
3,1731556860,123.85,123.85,123.85,123.85,,23578.35,23600.65,23578.3,23584.95
4,1731556920,123.85,123.85,123.85,123.85,25.0,23584.5,23593.55,23576.95,23586.7
5,1731567180,117.1,117.1,117.1,117.1,,23533.45,23541.45,23533.45,23540.15
6,1731567240,117.1,117.1,117.1,117.1,325.0,23539.8,23540.55,23534.2,23534.75
7,1731568980,118.05,118.05,117.1,117.1,,23536.6,23543.95,23531.8,23543.0
8,1731569040,117.2,117.2,116.55,116.55,450.0,23543.45,23550.2,23537.3,23547.25
9,1731569100,116.55,116.55,116.55,116.55,650.0,23547.4,23550.35,23544.25,23545.05
10,1731574800,121.2,121.2,121.1,121.15,,23533.1,23540.1,23532.85,23540.1
11,1731574860,121.15,121.15,121.15,121.15,750.0,23539.35,23542.95,23534.15,23541.85
12,1731575280,127.2,127.2,127.2,127.2,,23538.35,23542.0,23535.15,23538.4
13,1731575340,127.2,127.2,127.2,127.2,775.0,23537.7,23541.4,23535.3,23536.1
14,1731575460,117.35,117.35,117.35,117.35,800.0,23532.1,23536.05,23529.2,23535.25
15,1731577920,121.0,121.0,121.0,121.0,,23551.7,23551.7,23543.55,23545.35
16,1731577980,121.0,121.0,121.0,121.0,825.0,23546.0,23548.8,23544.95,23547.8
17,1731578220,121.0,121.0,121.0,121.0,850.0,23549.1,23559.05,23545.4,23554.95
18,1731902280,148.75,148.75,148.75,148.75,25.0,23479.3,23488.95,23474.15,23484.65
19,1731902340,141.45,141.45,141.45,141.45,,23483.0,23483.0,23464.15,23472.3
20,1731902400,141.45,141.45,141.45,141.45,50.0,23471.15,23488.8,23471.05,23488.3
21,1731902700,162.3,162.3,162.3,162.3,75.0,23436.65,23444.3,23431.15,23431.15
22,1731903300,185.7,185.7,167.3,169.9,2700.0,23366.7,23374.85,23363.05,23374.85
23,1731903360,169.9,169.9,169.9,169.9,3875.0,23374.45,23381.3,23373.35,23379.15
24,1731903420,155.6,158.65,155.6,158.65,3975.0,23379.6,23421.7,23379.6,23412.25
25,1731903480,158.65,158.65,158.65,158.65,4000.0,23411.55,23439.05,23399.4,23415.2
26,1731903540,157.3,161.95,157.3,161.95,,23415.6,23426.75,23405.35,23425.65
27,1731903600,161.95,161.95,161.95,161.95,4150.0,23424.9,23434.6,23416.55,23421.75
28,1731903840,160.4,160.4,160.4,160.4,4250.0,23397.9,23414.6,23391.55,23406.85
29,1731904380,143.0,143.0,142.95,142.95,4400.0,23433.9,23461.8,23433.9,23461.8
30,1731905100,144.7,144.7,144.7,144.7,,23449.6,23450.0,23433.1,23434.9
31,1731905160,144.7,144.7,144.7,144.7,4500.0,23435.35,23441.15,23434.5,23441.15
32,1731905280,147.55,147.55,147.55,147.55,4525.0,23438.9,23444.35,23435.6,23439.3
33,1731906180,159.85,159.85,159.85,159.85,4550.0,23401.95,23404.45,23397.6,23397.8
34,1731906240,152.7,152.7,152.7,152.7,,23397.45,23401.25,23393.2,23399.05
35,1731906300,152.7,152.7,152.7,152.7,4575.0,23399.85,23404.0,23396.1,23399.0
36,1731906420,160.35,160.35,160.35,160.35,4600.0,23391.55,23394.05,23386.05,23389.2
37,1731906720,169.0,169.0,169.0,169.0,,23379.55,23384.0,23375.65,23380.55
38,1731906780,169.0,169.0,169.0,169.0,4625.0,23380.8,23380.8,23375.1,23375.55
39,1731906960,162.0,162.0,162.0,162.0,,23379.8,23379.8,23369.0,23373.7
40,1731907020,162.0,162.0,162.0,162.0,4650.0,23372.75,23372.75,23363.6,23368.1
41,1731907080,172.45,172.5,172.45,172.5,4725.0,23368.3,23368.3,23352.75,23354.75
42,1731907140,177.4,180.0,177.4,179.35,,23354.65,23357.05,23350.65,23353.35
43,1731907200,172.5,172.5,172.5,172.5,4925.0,23353.5,23375.85,23353.5,23374.35
44,1731907260,172.5,172.5,172.5,172.5,4950.0,23374.2,23376.85,23362.05,23371.35
45,1731907500,157.55,157.55,157.55,157.55,5075.0,23373.15,23388.95,23372.1,23388.95
46,1731907560,158.1,158.1,155.55,155.55,5225.0,23388.75,23407.5,23387.6,23400.6
47,1731908160,160.4,160.4,160.4,160.4,,23377.05,23379.05,23371.5,23377.1
48,1731908220,158.7,159.2,158.7,159.2,5350.0,23377.05,23392.25,23376.85,23386.4
49,1731908880,155.4,155.5,155.35,155.5,5600.0,23396.4,23403.5,23396.4,23403.05
50,1731908940,151.85,151.85,151.85,151.85,5700.0,23402.75,23410.8,23402.75,23404.95
51,1731910020,149.2,149.2,149.2,149.2,5800.0,23408.85,23413.65,23407.35,23413.25
52,1731910080,147.6,147.6,147.6,147.6,5900.0,23413.3,23419.3,23408.6,23411.3
53,1731910260,150.4,150.4,150.4,150.4,5925.0,23414.15,23417.95,23410.95,23412.9
54,1731910500,141.0,141.0,140.1,140.1,6175.0,23432.75,23443.9,23431.7,23440.75
55,1731911160,143.05,143.05,143.0,143.0,6575.0,23436.5,23436.5,23427.65,23427.9
56,1731911280,134.85,134.85,134.85,134.85,6775.0,23434.5,23450.45,23434.15,23449.95
