,DT,LO,LH,LL,LC,LV,MO,MH,ML,MC
0,1731038820,240.0,240.0,240.0,240.0,50.0,24155.3,24161.4,24141.2,24155.35
1,1731046200,241.7,241.7,241.7,241.7,,24141.3,24145.65,24137.65,24144.7
2,1731046260,241.7,241.7,241.7,241.7,100.0,24144.8,24145.3,24139.5,24143.3
3,1731054180,207.75,207.75,207.75,207.75,,24166.2,24166.75,24152.15,24155.2
4,1731054240,207.75,207.75,207.75,207.75,150.0,24155.1,24160.0,24151.05,24159.8
5,1731299040,207.0,207.0,207.0,207.0,,24155.1,24161.05,24147.9,24160.15
6,1731299100,207.0,207.0,207.0,207.0,50.0,24159.85,24160.15,24149.15,24150.35
7,1731300960,209.3,209.3,209.3,209.3,,24167.25,24172.0,24162.55,24170.8
8,1731301020,187.95,187.95,187.95,187.95,450.0,24169.8,24198.55,24169.5,24198.55
9,1731301140,180.8,180.8,180.8,180.8,,24212.15,24223.85,24211.05,24223.85
10,1731301200,178.1,178.1,178.1,178.1,500.0,24224.8,24232.75,24221.95,24225.15
11,1731301260,176.9,176.9,174.55,174.55,600.0,24224.1,24239.05,24221.4,24230.6
12,1731301500,179.05,179.05,177.75,177.75,650.0,24220.5,24229.5,24218.45,24226.05
13,1731383100,177.75,177.75,177.75,177.75,,24225.8,24239.4,24208.4,24235.0
14,1731383160,177.75,177.75,177.75,177.75,25.0,24231.85,24232.6,24200.4,24209.55
15,1731383400,177.75,177.75,177.75,177.75,50.0,24207.25,24213.35,24186.7,24190.15
16,1731389040,187.6,190.75,187.6,190.75,,24131.8,24136.25,24126.4,24135.6
17,1731389100,190.75,190.75,190.75,190.75,225.0,24135.1,24145.4,24130.45,24143.75
18,1731389220,184.4,184.4,184.4,184.4,,24153.05,24154.55,24145.4,24149.3
19,1731389280,184.4,184.4,184.4,184.4,250.0,24150.55,24150.55,24141.4,24145.0
20,1731389580,193.0,193.0,193.0,193.0,,24152.8,24152.8,24143.25,24144.7
21,1731389640,193.0,193.0,193.0,193.0,275.0,24144.5,24144.7,24131.45,24136.25
22,1731389700,193.0,193.0,193.0,193.0,300.0,24134.0,24139.5,24127.6,24139.0
23,1731389940,185.0,185.0,185.0,185.0,,24146.9,24154.65,24146.4,24154.45
24,1731390000,185.0,185.0,185.0,185.0,375.0,24157.9,24160.6,24145.1,24146.7
25,1731390180,183.2,183.2,183.2,183.2,400.0,24150.55,24152.45,24144.8,24146.3
26,1731391200,191.95,191.95,191.95,191.95,425.0,24137.7,24139.65,24133.9,24137.8
27,1731393060,183.5,183.5,183.5,183.5,450.0,24129.9,24133.2,24126.4,24129.0
28,1731403200,213.55,244.4,213.55,244.4,475.0,23952.15,23962.25,23947.15,23962.25
