,DT,LO,LH,LL,LC,LV,MO,MH,ML,MC
0,2024-11-13 09:37:00+05:30,500.0,500.0,500.0,500.0,,23790.7,23803.9,23788.6,23791.5
1,2024-11-13 09:38:00+05:30,500.0,500.0,500.0,500.0,100.0,23792.45,23803.6,23791.6,23797.75
2,2024-11-13 10:16:00+05:30,447.5,447.5,447.5,447.5,150.0,23682.65,23695.9,23679.55,23682.85
3,2024-11-13 10:47:00+05:30,464.25,464.25,464.25,464.25,,23717.95,23723.85,23717.4,23723.35
4,2024-11-13 10:48:00+05:30,464.25,464.25,464.25,464.25,200.0,23723.45,23736.75,23718.9,23733.5
5,2024-11-13 10:59:00+05:30,478.35,478.35,478.35,478.35,225.0,23735.9,23739.2,23731.85,23735.55
6,2024-11-13 11:16:00+05:30,456.0,456.0,456.0,456.0,,23713.45,23716.9,23708.4,23716.2
7,2024-11-13 11:17:00+05:30,456.0,456.0,456.0,456.0,275.0,23715.65,23716.55,23706.25,23708.3
8,2024-11-13 11:18:00+05:30,445.7,445.7,445.7,445.7,350.0,23708.45,23710.05,23696.1,23696.9
9,2024-11-13 11:50:00+05:30,457.15,457.15,457.15,457.15,,23713.55,23718.4,23712.6,23716.8
10,2024-11-13 11:51:00+05:30,457.15,457.15,457.15,457.15,425.0,23716.4,23718.25,23711.15,23711.75
11,2024-11-13 12:08:00+05:30,431.2,431.2,431.2,431.2,450.0,23699.05,23701.5,23684.2,23684.95
12,2024-11-13 12:51:00+05:30,431.2,431.2,431.2,431.2,500.0,23679.95,23681.8,23674.65,23681.45
13,2024-11-13 13:02:00+05:30,407.35,407.35,407.35,407.35,,23650.15,23651.4,23641.05,23645.7
14,2024-11-13 13:03:00+05:30,407.35,407.35,407.35,407.35,525.0,23645.45,23654.8,23643.95,23651.05
15,2024-11-13 13:09:00+05:30,407.35,407.35,407.35,407.35,550.0,23643.6,23649.95,23640.2,23643.7
16,2024-11-13 13:10:00+05:30,400.0,400.0,400.0,400.0,,23641.8,23643.55,23636.6,23637.5
17,2024-11-13 13:11:00+05:30,400.0,400.0,400.0,400.0,600.0,23637.45,23648.95,23633.2,23648.4
18,2024-11-13 13:15:00+05:30,417.55,417.55,417.55,417.55,625.0,23674.45,23675.45,23656.75,23661.7
19,2024-11-13 13:19:00+05:30,409.7,409.7,409.7,409.7,650.0,23656.1,23667.65,23654.05,23665.55
20,2024-11-13 13:23:00+05:30,414.2,414.2,410.7,410.7,725.0,23664.55,23666.55,23652.8,23654.45
21,2024-11-13 13:36:00+05:30,404.0,404.0,404.0,404.0,750.0,23647.15,23651.35,23646.15,23650.25
22,2024-11-13 13:59:00+05:30,435.85,435.85,435.85,435.85,775.0,23700.5,23702.8,23695.6,23698.65
23,2024-11-13 14:00:00+05:30,435.85,435.85,435.85,435.85,800.0,23698.9,23706.35,23693.2,23705.85
24,2024-11-13 14:01:00+05:30,443.5,443.5,443.5,443.5,,23705.9,23706.55,23695.6,23701.2
25,2024-11-13 14:02:00+05:30,435.85,435.85,435.85,435.85,850.0,23701.65,23706.55,23697.8,23706.55
26,2024-11-13 14:18:00+05:30,398.5,398.5,398.5,398.5,,23641.4,23646.8,23639.0,23642.8
27,2024-11-13 14:19:00+05:30,398.5,398.5,398.5,398.5,875.0,23643.65,23646.35,23636.8,23643.55
28,2024-11-13 14:28:00+05:30,400.5,400.5,400.5,400.5,925.0,23625.85,23625.85,23618.6,23621.8
29,2024-11-13 14:29:00+05:30,396.55,396.55,385.1,385.1,950.0,23622.55,23622.55,23596.9,23598.95
30,2024-11-13 14:30:00+05:30,385.1,385.1,385.1,385.1,1050.0,23596.85,23606.75,23590.5,23590.95
31,2024-11-13 14:31:00+05:30,387.45,387.45,387.45,387.45,,23590.75,23596.7,23583.6,23595.95
32,2024-11-13 14:32:00+05:30,383.05,383.05,383.0,383.0,1175.0,23595.85,23597.35,23585.95,23586.35
33,2024-11-13 14:33:00+05:30,383.0,383.0,383.0,383.0,2125.0,23586.5,23586.85,23574.85,23578.05
34,2024-11-13 14:35:00+05:30,381.4,381.4,374.8,379.05,2225.0,23576.4,23577.85,23559.4,23577.1
35,2024-11-13 14:36:00+05:30,383.9,383.9,383.9,383.9,,23575.65,23577.55,23571.3,23573.9
36,2024-11-13 14:37:00+05:30,380.0,380.0,380.0,380.0,2500.0,23573.65,23577.95,23567.25,23576.9
37,2024-11-13 14:38:00+05:30,381.95,382.0,381.95,382.0,2550.0,23577.8,23584.7,23573.15,23584.45
38,2024-11-13 14:39:00+05:30,386.0,386.0,384.65,384.65,6375.0,23584.8,23593.4,23582.0,23593.4
39,2024-11-13 14:40:00+05:30,382.45,385.0,382.4,385.0,6800.0,23592.55,23595.1,23568.7,23569.3
40,2024-11-13 14:41:00+05:30,379.5,379.5,379.5,379.5,6825.0,23570.2,23571.2,23549.6,23550.4
41,2024-11-13 14:42:00+05:30,368.45,377.35,367.75,377.35,7125.0,23551.15,23570.65,23549.3,23570.65
42,2024-11-13 14:43:00+05:30,376.65,376.65,371.25,371.5,7550.0,23569.55,23570.95,23560.05,23564.85
43,2024-11-13 14:45:00+05:30,376.35,376.35,364.85,364.85,7575.0,23561.45,23561.45,23545.75,23551.7
44,2024-11-13 14:46:00+05:30,368.2,372.9,368.2,372.9,8425.0,23551.3,23574.2,23550.95,23570.0
45,2024-11-13 14:47:00+05:30,372.55,372.55,370.75,370.75,8625.0,23569.65,23569.65,23549.85,23559.3
46,2024-11-13 14:50:00+05:30,370.0,377.15,370.0,377.15,8675.0,23564.4,23569.1,23556.7,23558.7
47,2024-11-13 14:51:00+05:30,368.15,368.15,366.3,366.3,9200.0,23559.15,23560.25,23549.05,23549.55
48,2024-11-13 14:52:00+05:30,372.5,372.5,372.5,372.5,9225.0,23550.05,23559.85,23548.1,23553.85
