,DT,LO,LH,LL,LC,LV,MO,MH,ML,MC
0,1730865480,99.0,99.0,99.0,99.0,50.0,24297.9,24312.35,24297.9,24311.45
1,1730865960,77.9,84.95,77.9,80.9,1250.0,24311.55,24314.35,24295.15,24304.8
2,1730866020,80.9,80.9,80.9,80.9,1725.0,24304.2,24319.4,24301.7,24316.65
3,1730866140,80.9,80.9,80.9,80.9,1750.0,24325.7,24342.8,24325.65,24336.75
4,1730866380,73.45,73.45,73.45,73.45,,24328.75,24329.75,24323.8,24326.25
5,1730866440,73.45,73.45,73.45,73.45,1800.0,24324.1,24347.3,24324.1,24346.4
6,1730866560,70.85,70.85,70.85,70.85,1825.0,24351.45,24367.95,24350.75,24363.2
7,1730866620,70.7,70.7,70.7,70.7,,24362.65,24378.75,24360.5,24377.2
8,1730866680,70.7,70.7,70.7,70.7,2725.0,24376.55,24387.25,24375.5,24387.25
9,1730866740,66.15,66.15,66.15,66.15,,24387.6,24390.5,24381.2,24384.85
10,1730866860,66.15,66.15,66.15,66.15,2975.0,24384.9,24396.45,24383.55,24387.4
11,1730867100,64.75,64.75,64.75,64.75,,24359.15,24366.1,24344.1,24346.5
12,1730867160,67.35,67.35,67.35,67.35,3050.0,24347.0,24353.2,24343.65,24349.3
13,1730867220,67.35,67.35,67.35,67.35,3075.0,24349.05,24351.7,24343.7,24346.8
14,1730867400,65.3,65.3,65.3,65.3,,24354.9,24372.4,24354.9,24371.9
15,1730867460,65.3,65.3,65.3,65.3,3100.0,24372.15,24386.4,24371.1,24386.0
16,1730867580,62.65,62.65,62.65,62.65,,24398.05,24399.25,24390.6,24397.65
17,1730867640,58.95,58.95,58.95,58.95,3150.0,24399.25,24404.15,24393.55,24401.2
18,1730867700,58.95,58.95,58.95,58.95,3175.0,24400.75,24407.3,24398.15,24399.0
19,1730868360,62.7,62.7,62.7,62.7,,24369.2,24374.15,24364.65,24373.0
20,1730868420,62.7,62.7,62.7,62.7,3275.0,24371.1,24379.5,24366.05,24378.7
21,1730869260,76.9,76.9,76.9,76.9,,24290.9,24306.55,24281.25,24305.3
22,1730869320,73.6,73.6,73.6,73.6,3950.0,24306.0,24306.65,24299.75,24303.65
23,1730869620,81.3,81.3,78.0,78.0,,24311.7,24320.85,24305.75,24317.2
24,1730869680,78.0,78.0,78.0,78.0,4075.0,24318.45,24324.65,24310.75,24324.65
25,1730869740,78.7,78.7,78.7,78.7,,24323.9,24333.65,24323.9,24328.95
26,1730869800,71.15,71.15,71.15,71.15,4100.0,24328.55,24330.25,24312.5,24313.05
27,1730869860,71.15,71.15,71.15,71.15,4125.0,24312.85,24314.45,24295.15,24298.25
28,1730870100,77.35,77.35,77.35,77.35,,24298.45,24307.0,24296.1,24305.9
29,1730870160,77.35,77.35,77.35,77.35,4150.0,24306.0,24319.5,24306.0,24318.35
30,1730870400,78.45,78.45,78.45,78.45,,24303.8,24307.8,24301.35,24305.2
31,1730870460,78.45,78.45,78.45,78.45,4200.0,24304.7,24307.05,24300.0,24303.0
32,1730870580,66.8,66.8,66.8,66.8,,24310.2,24356.0,24310.2,24356.0
33,1730870700,66.8,66.8,66.8,66.8,4250.0,24346.3,24349.05,24340.5,24347.6
