,DT,LO,LH,LL,LC,LV,MO,MH,ML,MC
0,1730864880,122.0,122.0,122.0,122.0,,24240.75,24260.8,24234.25,24256.7
1,1730864940,120.95,122.35,120.0,122.35,,24254.85,24272.6,24250.5,24262.9
2,1730865000,120.0,123.0,120.0,122.8,650.0,24263.6,24263.6,24229.05,24234.35
3,1730865060,132.25,132.25,132.25,132.25,,24232.8,24239.35,24223.55,24233.7
4,1730865120,130.25,134.8,130.25,134.1,1450.0,24233.6,24234.75,24204.5,24206.35
5,1730865180,132.75,133.2,130.3,130.3,,24207.25,24233.05,24206.6,24229.2
6,1730865240,127.0,127.0,122.45,122.45,1875.0,24229.05,24267.3,24229.05,24265.25
7,1730865300,122.65,123.55,115.35,115.6,2925.0,24264.2,24284.3,24253.7,24283.2
8,1730865360,115.05,115.25,114.65,114.65,,24281.75,24293.35,24276.65,24290.6
9,1730865420,115.15,115.15,113.2,113.35,4275.0,24292.6,24299.55,24290.4,24298.9
10,1730865480,110.95,111.3,110.0,110.0,4675.0,24297.9,24312.35,24297.9,24311.45
11,1730865540,107.9,107.9,97.2,97.2,6875.0,24309.9,24343.85,24309.3,24343.85
12,1730865600,96.0,97.55,96.0,97.2,,24344.85,24349.3,24336.9,24338.55
13,1730865660,98.3,100.6,98.3,100.6,9125.0,24337.75,24343.3,24332.55,24338.55
14,1730865720,100.2,104.35,100.2,104.35,10650.0,24338.45,24338.45,24324.8,24331.65
15,1730865780,103.8,105.15,103.8,105.15,10750.0,24331.05,24332.7,24318.75,24319.05
16,1730865840,106.3,106.3,105.4,106.15,,24320.2,24326.9,24319.05,24326.4
17,1730865900,106.2,110.0,105.4,109.6,11200.0,24327.3,24332.6,24308.75,24311.1
18,1730865960,111.45,116.4,110.95,116.0,15250.0,24311.55,24314.35,24295.15,24304.8
19,1730866020,114.95,115.5,113.6,113.6,16350.0,24304.2,24319.4,24301.7,24316.65
20,1730866080,114.3,114.3,111.1,111.1,,24316.6,24327.4,24315.45,24325.2
21,1730866140,110.6,110.6,106.7,106.7,17025.0,24325.7,24342.8,24325.65,24336.75
22,1730866200,106.7,106.7,106.7,106.7,17200.0,24336.6,24352.5,24336.6,24340.65
23,1730866260,107.6,109.3,107.6,109.3,17250.0,24338.45,24340.3,24323.1,24328.1
24,1730866320,108.9,110.4,108.9,110.1,,24329.1,24332.9,24321.7,24328.45
25,1730866380,109.95,109.95,108.25,108.95,18350.0,24328.75,24329.75,24323.8,24326.25
26,1730866440,106.8,106.8,106.0,106.0,19475.0,24324.1,24347.3,24324.1,24346.4
27,1730866500,104.95,105.05,103.0,103.0,19625.0,24346.75,24353.35,24340.5,24352.15
28,1730866560,101.45,101.55,100.05,100.35,20475.0,24351.45,24367.95,24350.75,24363.2
29,1730866620,99.85,100.0,97.35,97.35,,24362.65,24378.75,24360.5,24377.2
30,1730866680,97.85,97.85,95.0,95.0,21075.0,24376.55,24387.25,24375.5,24387.25
31,1730866740,95.85,95.85,95.0,95.55,21425.0,24387.6,24390.5,24381.2,24384.85
