,DT,LO,LH,LL,LC,LV,MO,MH,ML,MC
0,1730864700,113.25,113.25,97.45,100.0,40325.0,24308.75,24311.05,24257.95,24289.45
1,1730864760,99.15,102.05,95.3,97.65,95775.0,24289.7,24289.9,24253.0,24266.25
2,1730864820,97.7,101.55,97.0,100.35,134300.0,24264.3,24267.7,24234.9,24242.05
3,1730864880,100.75,101.5,97.7,98.5,168275.0,24240.75,24260.8,24234.25,24256.7
4,1730864940,98.45,98.75,95.7,97.15,196350.0,24254.85,24272.6,24250.5,24262.9
5,1730865000,96.7,104.8,96.5,104.8,222025.0,24263.6,24263.6,24229.05,24234.35
6,1730865060,105.0,107.45,103.9,104.05,236225.0,24232.8,24239.35,24223.55,24233.7
7,1730865120,104.5,109.0,103.55,107.35,258225.0,24233.6,24234.75,24204.5,24206.35
8,1730865180,107.8,107.85,103.8,105.15,271575.0,24207.25,24233.05,24206.6,24229.2
9,1730865240,104.65,104.75,97.8,98.45,293125.0,24229.05,24267.3,24229.05,24265.25
10,1730865300,98.25,99.1,92.55,93.15,319125.0,24264.2,24284.3,24253.7,24283.2
11,1730865360,93.1,93.7,91.6,92.15,348325.0,24281.75,24293.35,24276.65,24290.6
12,1730865420,92.1,92.1,89.1,89.3,383075.0,24292.6,24299.55,24290.4,24298.9
13,1730865480,89.25,90.0,86.0,86.2,406600.0,24297.9,24312.35,24297.9,24311.45
14,1730865540,87.1,87.1,76.0,76.55,457925.0,24309.9,24343.85,24309.3,24343.85
15,1730865600,75.4,77.7,75.4,77.25,505725.0,24344.85,24349.3,24336.9,24338.55
16,1730865660,77.3,80.55,77.3,79.7,540925.0,24337.75,24343.3,24332.55,24338.55
17,1730865720,80.1,83.5,80.05,82.4,559400.0,24338.45,24338.45,24324.8,24331.65
18,1730865780,82.8,84.2,82.4,83.95,585900.0,24331.05,24332.7,24318.75,24319.05
19,1730865840,83.6,84.9,83.45,83.9,603650.0,24320.2,24326.9,24319.05,24326.4
20,1730865900,84.25,87.75,83.25,87.6,623450.0,24327.3,24332.6,24308.75,24311.1
21,1730865960,86.65,94.05,86.65,92.8,676475.0,24311.55,24314.35,24295.15,24304.8
22,1730866020,92.5,93.5,89.75,91.0,693225.0,24304.2,24319.4,24301.7,24316.65
23,1730866080,91.45,91.45,87.5,87.5,702575.0,24316.6,24327.4,24315.45,24325.2
24,1730866140,87.65,87.65,84.05,84.9,713025.0,24325.7,24342.8,24325.65,24336.75
25,1730866200,84.95,84.95,82.5,84.55,728200.0,24336.6,24352.5,24336.6,24340.65
26,1730866260,84.95,87.75,84.8,86.25,742125.0,24338.45,24340.3,24323.1,24328.1
27,1730866320,86.5,87.9,85.8,87.15,751400.0,24329.1,24332.9,24321.7,24328.45
28,1730866380,86.75,87.65,85.6,87.65,763600.0,24328.75,24329.75,24323.8,24326.25
29,1730866440,87.3,87.3,83.65,83.65,775625.0,24324.1,24347.3,24324.1,24346.4
30,1730866500,83.75,83.75,80.75,81.2,789350.0,24346.75,24353.35,24340.5,24352.15
31,1730866560,81.55,81.55,78.45,79.45,807075.0,24351.45,24367.95,24350.75,24363.2
32,1730866620,79.6,79.7,76.95,77.75,830175.0,24362.65,24378.75,24360.5,24377.2
33,1730866680,77.65,78.0,75.45,75.45,849150.0,24376.55,24387.25,24375.5,24387.25
