DT,LO,LH,LL,LC,LV,MO,MH,ML,MC
2024-11-08 10:35:00+05:30,200.0,200.0,200.0,200.0,50.0,24179.05,24179.65,24169.1,24171.1
2024-11-08 10:45:00+05:30,210.15,210.15,210.15,210.15,125.0,24171.05,24171.05,24160.45,24162.25
2024-11-08 10:46:00+05:30,202.65,202.65,202.6,202.6,200.0,24163.6,24166.05,24153.45,24165.35
2024-11-08 11:44:00+05:30,207.2,207.2,207.2,207.2,,24143.1,24147.7,24140.55,24144.2
2024-11-08 11:45:00+05:30,207.15,207.15,207.15,207.15,325.0,24143.6,24144.1,24140.15,24142.35
2024-11-08 11:47:00+05:30,207.0,207.0,207.0,207.0,375.0,24144.15,24146.05,24140.8,24141.75
2024-11-08 11:52:00+05:30,211.0,211.0,211.0,211.0,525.0,24130.8,24133.15,24127.45,24131.45
2024-11-08 12:12:00+05:30,211.65,211.65,211.65,211.65,,24113.0,24120.95,24111.25,24120.7
2024-11-08 12:13:00+05:30,211.65,211.65,211.65,211.65,600.0,24120.75,24122.6,24117.05,24121.25
2024-11-08 12:14:00+05:30,215.7,215.7,215.7,215.7,675.0,24120.8,24125.3,24116.95,24119.45
2024-11-08 12:50:00+05:30,207.7,207.7,207.7,207.7,775.0,24140.55,24141.4,24135.8,24137.7
2024-11-08 13:01:00+05:30,206.85,206.85,206.85,206.85,,24139.15,24140.9,24136.05,24138.6
2024-11-08 13:02:00+05:30,206.85,206.85,206.85,206.85,925.0,24138.9,24139.15,24133.75,24138.25
2024-11-08 13:05:00+05:30,205.45,205.45,205.45,205.45,950.0,24145.0,24147.75,24143.0,24145.4
2024-11-08 13:31:00+05:30,195.35,195.35,195.35,195.35,,24178.15,24178.75,24171.05,24174.3
2024-11-08 13:32:00+05:30,195.35,195.35,195.35,195.35,975.0,24174.8,24180.05,24172.95,24180.05
2024-11-08 14:28:00+05:30,195.35,195.35,195.35,195.35,1100.0,24141.8,24143.9,24137.0,24141.65
2024-11-08 14:31:00+05:30,202.95,202.95,202.95,202.95,,24135.85,24137.05,24131.35,24134.75
2024-11-08 14:32:00+05:30,204.05,204.05,204.05,204.05,1175.0,24133.6,24136.45,24131.25,24134.3
2024-11-08 14:33:00+05:30,200.95,201.15,200.95,201.0,2175.0,24134.5,24138.3,24132.2,24135.6
2024-11-08 14:34:00+05:30,201.0,201.0,201.0,201.0,2275.0,24135.1,24135.1,24127.6,24129.75
2024-11-08 14:35:00+05:30,202.05,202.05,202.05,202.05,2350.0,24127.95,24132.85,24125.0,24130.55
2024-11-08 15:09:00+05:30,196.2,196.2,196.2,196.2,,24161.55,24162.35,24156.1,24161.85
2024-11-08 15:10:00+05:30,196.2,196.2,196.2,196.2,2450.0,24162.6,24162.85,24151.6,24157.95
2024-11-08 15:26:00+05:30,208.65,209.9,208.65,209.9,,24126.5,24126.8,24114.35,24116.8
2024-11-08 15:27:00+05:30,210.0,210.0,210.0,210.0,2650.0,24119.15,24122.1,24113.45,24116.7
2024-11-08 15:29:00+05:30,210.0,210.0,210.0,210.0,2700.0,24108.75,24115.55,24104.7,24110.35
2024-11-11 09:17:00+05:30,215.0,215.0,215.0,215.0,25.0,24028.3,24044.2,24028.3,24035.45
2024-11-11 10:08:00+05:30,198.75,198.75,198.75,198.75,,24135.9,24146.05,24135.3,24143.85
2024-11-11 10:09:00+05:30,198.75,198.75,198.75,198.75,100.0,24144.25,24147.5,24139.6,24146.5
2024-11-11 10:24:00+05:30,195.7,195.7,195.7,195.7,,24138.9,24159.05,24138.25,24157.05
2024-11-11 10:25:00+05:30,184.25,184.25,183.4,183.4,550.0,24157.35,24168.85,24155.1,24166.7
2024-11-11 10:26:00+05:30,182.35,182.35,182.35,182.35,,24167.25,24172.0,24162.55,24170.8
2024-11-11 10:27:00+05:30,176.3,176.3,174.3,174.3,600.0,24169.8,24198.55,24169.5,24198.55
2024-11-11 10:28:00+05:30,170.7,170.7,170.7,170.7,850.0,24199.45,24211.15,24199.45,24211.15
2024-11-11 10:29:00+05:30,169.7,169.7,168.7,168.7,1250.0,24212.15,24223.85,24211.05,24223.85
2024-11-11 10:30:00+05:30,167.8,167.8,167.8,167.8,,24224.8,24232.75,24221.95,24225.15
2024-11-11 10:31:00+05:30,167.2,167.2,167.2,167.2,1500.0,24224.1,24239.05,24221.4,24230.6
2024-11-11 10:32:00+05:30,167.2,167.2,167.2,167.2,1600.0,24231.6,24238.05,24223.4,24225.25
2024-11-11 10:58:00+05:30,157.1,157.1,157.1,157.1,1625.0,24260.6,24263.9,24256.1,24256.1
2024-11-11 11:04:00+05:30,157.1,157.1,157.1,157.1,1725.0,24272.65,24274.5,24268.6,24273.2
2024-11-11 11:05:00+05:30,157.1,157.1,157.1,157.1,1775.0,24272.45,24281.2,24272.05,24278.7
2024-11-11 11:12:00+05:30,151.0,151.0,151.0,151.0,,24279.4,24291.15,24277.1,24290.75
2024-11-11 11:13:00+05:30,151.0,151.0,151.0,151.0,1825.0,24291.1,24302.75,24291.0,24300.65
2024-11-11 11:50:00+05:30,144.85,144.85,144.85,144.85,2825.0,24314.25,24314.25,24304.0,24305.3
2024-11-11 11:54:00+05:30,146.7,146.7,146.7,146.7,,24299.45,24303.35,24298.55,24299.6
2024-11-11 11:55:00+05:30,146.7,146.7,146.7,146.7,2925.0,24300.15,24304.85,24299.15,24303.65
2024-11-11 11:58:00+05:30,148.55,149.75,148.55,149.75,2975.0,24294.35,24297.05,24290.95,24292.1
2024-11-11 11:59:00+05:30,151.0,151.0,151.0,151.0,3275.0,24291.05,24292.0,24285.7,24287.95
2024-11-11 12:04:00+05:30,152.05,152.05,152.05,152.05,3300.0,24272.5,24281.4,24271.6,24280.75
2024-11-11 12:07:00+05:30,155.0,155.0,155.0,155.0,,24266.9,24269.35,24264.05,24264.05
2024-11-11 12:08:00+05:30,155.0,155.0,155.0,155.0,3400.0,24264.7,24268.7,24257.3,24265.75
2024-11-11 12:24:00+05:30,166.6,166.6,166.6,166.6,,24222.1,24222.6,24217.15,24217.15
2024-11-11 12:25:00+05:30,166.6,166.6,166.6,166.6,3475.0,24216.85,24224.25,24211.75,24216.15
2024-11-11 12:39:00+05:30,157.5,157.5,157.5,157.5,3500.0,24246.3,24252.5,24240.65,24243.8
2024-11-11 12:45:00+05:30,154.5,154.5,154.5,154.5,,24244.35,24253.65,24244.35,24251.6
2024-11-11 12:46:00+05:30,154.5,154.5,154.5,154.5,3525.0,24251.55,24254.1,24250.0,24252.3
2024-11-11 12:54:00+05:30,159.0,159.0,159.0,159.0,,24240.35,24241.85,24232.15,24234.35
2024-11-11 12:55:00+05:30,159.0,159.0,159.0,159.0,3750.0,24233.85,24236.3,24232.3,24234.05
2024-11-11 13:21:00+05:30,169.7,169.7,169.7,169.7,3800.0,24204.05,24209.05,24200.0,24209.05
2024-11-11 13:37:00+05:30,170.15,170.15,170.15,170.15,3850.0,24201.45,24201.45,24193.45,24196.0
2024-11-11 13:38:00+05:30,167.7,167.7,167.7,167.7,,24195.7,24204.8,24195.4,24200.45
2024-11-11 13:39:00+05:30,167.7,167.7,167.7,167.7,3900.0,24200.2,24201.1,24193.05,24193.8
2024-11-11 13:42:00+05:30,172.9,174.55,172.9,174.55,,24190.6,24192.05,24161.25,24162.75
2024-11-11 13:43:00+05:30,174.55,174.55,174.55,174.55,4125.0,24162.9,24164.4,24153.6,24157.4
2024-11-11 13:49:00+05:30,179.95,179.95,179.95,179.95,4175.0,24144.35,24145.8,24137.55,24140.1
2024-11-11 13:50:00+05:30,179.65,180.1,179.1,180.1,4375.0,24139.6,24145.45,24131.7,24140.85
2024-11-11 13:51:00+05:30,175.6,179.25,175.6,179.25,,24140.95,24141.65,24130.65,24134.8
2024-11-11 13:52:00+05:30,178.35,178.55,178.35,178.55,4525.0,24134.75,24140.25,24125.75,24128.95
2024-11-11 13:53:00+05:30,179.8,179.8,179.8,179.8,,24127.05,24130.4,24121.9,24123.55
2024-11-11 13:54:00+05:30,178.3,178.3,178.3,178.3,4575.0,24122.75,24130.2,24119.45,24124.55
2024-11-11 13:55:00+05:30,178.3,178.3,178.3,178.3,4600.0,24124.9,24132.6,24124.15,24127.1
2024-11-11 13:56:00+05:30,176.75,176.75,176.75,176.75,4650.0,24127.8,24141.25,24126.8,24138.7
2024-11-11 13:57:00+05:30,174.85,174.85,174.85,174.85,,24139.05,24145.55,24137.25,24143.75
2024-11-11 13:58:00+05:30,174.85,174.85,174.85,174.85,4675.0,24142.75,24153.05,24140.95,24150.75
2024-11-11 14:05:00+05:30,173.0,173.0,173.0,173.0,4700.0,24139.85,24140.2,24134.05,24134.3
2024-11-11 14:07:00+05:30,179.8,179.8,179.8,179.8,,24131.0,24133.1,24126.0,24132.4
2024-11-11 14:08:00+05:30,179.0,179.0,179.0,179.0,4875.0,24130.75,24138.45,24129.45,24135.1
2024-11-11 14:12:00+05:30,179.75,179.75,179.75,179.75,5000.0,24124.4,24127.65,24121.8,24126.35
2024-11-11 14:15:00+05:30,185.2,185.2,185.2,185.2,,24107.45,24107.6,24094.6,24096.25
2024-11-11 14:16:00+05:30,185.2,185.2,185.2,185.2,5050.0,24095.6,24096.95,24088.95,24091.1
2024-11-11 14:17:00+05:30,188.75,188.75,188.75,188.75,5075.0,24091.9,24092.65,24086.3,24086.4
2024-11-11 14:18:00+05:30,190.35,190.35,190.35,190.35,5125.0,24086.5,24089.75,24081.75,24087.1
2024-11-11 14:19:00+05:30,187.3,187.3,187.3,187.3,,24086.35,24093.6,24082.65,24092.35
2024-11-11 14:20:00+05:30,187.3,187.3,187.3,187.3,5150.0,24092.75,24096.3,24080.6,24095.4
2024-11-11 14:27:00+05:30,179.3,179.3,179.3,179.3,,24121.65,24131.35,24121.35,24129.3
2024-11-11 14:28:00+05:30,179.3,179.3,179.3,179.3,5200.0,24129.45,24130.2,24123.95,24127.0
2024-11-11 15:00:00+05:30,170.35,174.85,170.35,174.85,,24172.95,24173.35,24128.95,24131.4
2024-11-11 15:01:00+05:30,174.85,174.85,174.85,174.85,5300.0,24131.65,24136.2,24121.3,24124.25
2024-11-11 15:19:00+05:30,174.0,174.0,174.0,174.0,,24136.75,24136.75,24127.2,24130.0
2024-11-11 15:20:00+05:30,174.0,174.0,174.0,174.0,5350.0,24131.15,24131.15,24121.4,24124.3
2024-11-11 15:21:00+05:30,166.55,166.55,166.55,166.55,,24126.4,24136.1,24124.35,24134.95
2024-11-11 15:22:00+05:30,166.55,166.55,166.55,166.55,5375.0,24136.35,24138.45,24130.85,24134.7
2024-11-11 15:24:00+05:30,172.05,172.05,172.05,172.05,,24134.75,24136.45,24129.2,24135.45
2024-11-11 15:25:00+05:30,171.25,171.25,171.25,171.25,5450.0,24135.7,24136.65,24129.5,24130.05
2024-11-11 15:26:00+05:30,171.25,171.25,171.25,171.25,5500.0,24129.5,24131.05,24126.2,24128.45
2024-11-11 15:28:00+05:30,171.4,171.4,171.4,171.4,5600.0,24131.9,24133.05,24121.9,24126.15
2024-11-12 09:19:00+05:30,153.15,158.1,153.15,158.1,,24217.7,24221.05,24206.35,24208.25
2024-11-12 09:20:00+05:30,158.1,158.1,158.1,158.1,100.0,24207.25,24213.35,24186.7,24190.15
2024-11-12 09:50:00+05:30,167.0,167.0,167.0,167.0,150.0,24142.85,24151.45,24140.4,24151.1
2024-11-12 10:10:00+05:30,158.2,158.2,158.2,158.2,,24175.15,24193.65,24173.9,24178.1
2024-11-12 10:11:00+05:30,158.2,158.2,158.2,158.2,375.0,24178.15,24179.25,24163.45,24165.25
2024-11-12 10:38:00+05:30,175.35,175.35,173.6,173.6,475.0,24125.6,24127.15,24115.35,24126.7
2024-11-12 10:39:00+05:30,172.8,172.8,172.8,172.8,,24126.25,24126.25,24115.95,24120.4
2024-11-12 10:40:00+05:30,172.8,172.8,172.8,172.8,975.0,24120.2,24120.7,24107.05,24120.15
2024-11-12 11:13:00+05:30,162.1,162.1,162.1,162.1,,24150.55,24152.45,24144.8,24146.3
2024-11-12 11:14:00+05:30,162.1,162.1,162.1,162.1,1025.0,24146.0,24146.15,24138.15,24140.5
2024-11-12 11:15:00+05:30,168.3,168.3,168.3,168.3,1100.0,24139.9,24141.85,24128.2,24141.8
2024-11-12 11:21:00+05:30,168.0,168.0,168.0,168.0,1125.0,24135.25,24139.4,24134.5,24138.7
2024-11-12 11:38:00+05:30,165.95,165.95,165.9,165.9,1275.0,24146.25,24146.25,24141.05,24143.6
2024-11-12 12:31:00+05:30,169.8,169.8,169.8,169.8,,24108.4,24116.35,24105.8,24111.35
2024-11-12 12:32:00+05:30,169.8,169.8,169.8,169.8,1300.0,24111.1,24116.0,24102.5,24110.3
2024-11-12 12:40:00+05:30,180.0,180.0,180.0,180.0,1325.0,24105.7,24107.2,24064.7,24066.45
2024-11-12 12:42:00+05:30,188.0,188.0,188.0,188.0,,24059.6,24061.45,24050.05,24052.75
2024-11-12 12:43:00+05:30,188.0,188.0,188.0,188.0,1350.0,24052.65,24054.6,24040.15,24052.25
2024-11-12 12:45:00+05:30,187.0,187.0,187.0,187.0,1475.0,24050.35,24053.7,24046.5,24049.15
2024-11-12 12:50:00+05:30,205.2,205.2,204.4,204.45,,23991.6,24020.7,23989.85,24017.9
2024-11-12 12:51:00+05:30,204.0,204.0,204.0,204.0,1575.0,24018.8,24020.5,24004.45,24009.5
2024-11-12 12:52:00+05:30,204.0,204.0,204.0,204.0,1675.0,24009.3,24020.75,24005.6,24018.0
2024-11-12 12:55:00+05:30,202.05,202.05,202.05,202.05,,24008.6,24019.75,24008.6,24011.4
2024-11-12 12:56:00+05:30,202.05,202.05,202.05,202.05,1700.0,24011.6,24012.5,24000.85,24000.85
2024-11-12 12:58:00+05:30,211.15,211.15,211.15,211.15,1750.0,23993.7,24001.65,23981.7,23999.2
2024-11-12 13:00:00+05:30,200.6,200.6,200.6,200.6,,24006.6,24010.8,23999.5,24004.9
2024-11-12 13:01:00+05:30,200.6,200.6,200.6,200.6,1775.0,24004.8,24023.05,24004.4,24022.05
2024-11-12 13:11:00+05:30,202.3,202.3,201.0,201.0,,24002.25,24012.9,24000.45,24011.3
2024-11-12 13:12:00+05:30,201.0,201.0,201.0,201.0,1925.0,24010.8,24010.9,24003.75,24004.25
2024-11-12 13:26:00+05:30,210.0,210.0,210.0,210.0,1975.0,23967.25,23973.2,23961.6,23965.05
2024-11-12 13:29:00+05:30,210.0,210.0,210.0,210.0,2000.0,23966.8,23969.65,23961.55,23964.95
2024-11-12 13:33:00+05:30,213.35,215.05,213.3,215.05,,23971.5,23971.55,23953.1,23953.55
2024-11-12 13:34:00+05:30,216.5,216.5,216.5,216.5,2200.0,23953.05,23953.8,23939.2,23941.05
2024-11-12 13:35:00+05:30,216.5,216.5,216.5,216.5,2300.0,23940.55,23943.45,23933.25,23934.65
2024-11-12 13:36:00+05:30,216.35,216.35,216.35,216.35,2350.0,23934.6,23943.3,23928.9,23933.85
2024-11-12 13:37:00+05:30,220.85,220.85,220.85,220.85,,23934.0,23934.0,23926.0,23929.0
2024-11-12 13:38:00+05:30,222.85,225.65,222.85,225.65,2450.0,23928.65,23930.25,23919.4,23920.5
2024-11-12 13:39:00+05:30,224.25,225.6,222.0,222.0,4200.0,23920.2,23927.05,23917.45,23925.5
2024-11-12 13:40:00+05:30,222.05,223.05,222.05,222.25,5600.0,23925.3,23933.55,23921.0,23932.3
2024-11-12 13:44:00+05:30,222.25,222.25,222.25,222.25,5700.0,23916.65,23934.9,23916.65,23929.45
