DT,LO,LH,LL,LC,LV,MO,MH,ML,MC
2024-11-11 09:40:00+05:30,15.45,15.45,15.45,15.45,,24124.85,24125.9,24098.35,24098.35
2024-11-11 09:41:00+05:30,14.65,15.0,14.25,14.3,8775.0,24097.35,24108.55,24097.35,24104.1
2024-11-11 09:42:00+05:30,14.15,14.3,13.75,14.25,9425.0,24105.0,24114.3,24099.3,24102.45
2024-11-11 09:45:00+05:30,12.8,12.8,12.8,12.8,9450.0,24144.4,24146.95,24136.3,24146.45
2024-11-11 09:46:00+05:30,13.2,13.2,13.2,13.2,9525.0,24145.95,24147.35,24128.4,24132.25
2024-11-11 09:47:00+05:30,13.4,13.4,13.3,13.3,9625.0,24132.65,24136.85,24130.9,24136.1
2024-11-11 09:50:00+05:30,11.8,11.8,11.55,11.6,10050.0,24171.75,24171.8,24159.25,24162.2
2024-11-11 09:52:00+05:30,11.5,11.5,11.5,11.5,10125.0,24164.5,24164.5,24149.15,24150.7
2024-11-11 09:55:00+05:30,11.6,11.7,11.6,11.7,10225.0,24159.85,24160.15,24149.15,24150.35
2024-11-11 09:57:00+05:30,10.9,10.9,10.9,10.9,10550.0,24145.45,24172.25,24145.45,24172.25
2024-11-11 09:58:00+05:30,10.55,11.15,10.35,11.15,12025.0,24172.45,24178.5,24171.4,24174.0
2024-11-11 09:59:00+05:30,11.2,11.25,11.2,11.25,12325.0,24173.95,24174.35,24157.75,24159.15
2024-11-11 10:00:00+05:30,11.5,11.5,10.8,10.8,13475.0,24158.9,24161.95,24152.6,24155.4
2024-11-11 10:03:00+05:30,11.6,11.6,11.6,11.6,13500.0,24139.9,24147.3,24133.8,24143.35
2024-11-11 10:04:00+05:30,11.55,11.85,11.5,11.85,13650.0,24143.25,24145.45,24134.4,24135.3
2024-11-11 10:05:00+05:30,11.9,11.9,11.5,11.5,13800.0,24135.55,24150.7,24133.5,24150.7
2024-11-11 10:11:00+05:30,11.7,11.7,11.7,11.7,13875.0,24140.15,24141.25,24128.0,24129.85
2024-11-11 10:17:00+05:30,12.2,12.2,12.2,12.2,14200.0,24116.8,24122.0,24111.8,24121.95
2024-11-11 10:23:00+05:30,11.15,11.15,11.0,11.0,14375.0,24141.7,24146.9,24138.25,24138.25
2024-11-11 10:24:00+05:30,10.5,10.5,10.5,10.5,14450.0,24138.9,24159.05,24138.25,24157.05
2024-11-11 10:25:00+05:30,10.4,10.4,10.4,10.4,14525.0,24157.35,24168.85,24155.1,24166.7
2024-11-11 10:27:00+05:30,10.3,10.3,9.85,9.85,15650.0,24169.8,24198.55,24169.5,24198.55
2024-11-11 10:28:00+05:30,9.8,10.45,9.8,9.9,16575.0,24199.45,24211.15,24199.45,24211.15
2024-11-11 10:29:00+05:30,9.05,9.05,9.0,9.0,16800.0,24212.15,24223.85,24211.05,24223.85
2024-11-11 10:30:00+05:30,9.65,9.8,9.65,9.8,17050.0,24224.8,24232.75,24221.95,24225.15
2024-11-11 10:32:00+05:30,9.15,9.15,9.05,9.05,17450.0,24231.6,24238.05,24223.4,24225.25
2024-11-11 10:33:00+05:30,9.25,9.25,8.95,9.2,17650.0,24224.85,24225.8,24218.85,24222.45
2024-11-11 10:36:00+05:30,9.15,9.15,9.15,9.15,17775.0,24225.85,24242.6,24225.4,24235.15
2024-11-11 10:37:00+05:30,8.85,8.85,8.85,8.85,18275.0,24234.35,24241.7,24229.15,24236.05
2024-11-11 10:40:00+05:30,7.8,7.8,7.8,7.8,18300.0,24252.2,24260.3,24251.1,24258.95
2024-11-11 10:41:00+05:30,7.75,7.75,7.75,7.75,18375.0,24258.8,24263.55,24252.85,24263.55
2024-11-11 10:43:00+05:30,7.95,7.95,7.95,7.95,18500.0,24248.0,24252.05,24237.45,24239.9
2024-11-11 10:44:00+05:30,8.35,8.35,8.35,8.35,19000.0,24238.75,24241.85,24234.15,24239.45
2024-11-11 10:45:00+05:30,8.25,8.25,8.15,8.15,19425.0,24237.65,24251.45,24237.65,24251.45
2024-11-11 10:46:00+05:30,8.05,8.3,8.05,8.3,19950.0,24251.05,24251.55,24231.0,24235.1
