,DT,LO,LH,LL,LC,LV,MO,MH,ML,MC
0,1731403560,828.05,832.8,828.05,832.8,175.0,23947.05,23951.0,23944.7,23949.7
1,1731488700,531.0,531.3,531.0,531.3,,23576.4,23577.85,23559.4,23577.1
2,1731488760,529.4,532.0,527.05,529.6,3050.0,23575.65,23577.55,23571.3,23573.9
3,1731488820,529.7,534.8,522.1,534.8,4900.0,23573.65,23577.95,23567.25,23576.9
4,1731488880,531.5,531.5,528.65,528.65,,23577.8,23584.7,23573.15,23584.45
5,1731488940,535.85,540.45,531.75,540.45,5125.0,23584.8,23593.4,23582.0,23593.4
6,1731489000,532.9,537.1,525.55,526.6,6025.0,23592.55,23595.1,23568.7,23569.3
7,1731489060,526.6,526.6,526.6,526.6,6425.0,23570.2,23571.2,23549.6,23550.4
8,1731489120,516.6,519.5,516.6,519.5,,23551.15,23570.65,23549.3,23570.65
9,1731489180,522.35,526.05,518.75,521.55,6600.0,23569.55,23570.95,23560.05,23564.85
10,1731489240,521.55,521.55,521.55,521.55,6925.0,23564.75,23567.35,23560.35,23560.75
11,1731489300,513.65,513.65,511.8,511.8,6950.0,23561.45,23561.45,23545.75,23551.7
12,1731489360,520.1,530.5,520.1,528.25,7375.0,23551.3,23574.2,23550.95,23570.0
13,1731489480,523.4,523.4,523.4,523.4,7400.0,23559.25,23569.5,23557.25,23567.0
14,1731489540,524.4,527.1,522.5,522.5,7600.0,23567.35,23567.45,23560.05,23564.1
15,1731489600,518.95,518.95,518.95,518.95,,23564.4,23569.1,23556.7,23558.7
16,1731489660,518.95,518.95,518.95,518.95,7625.0,23559.15,23560.25,23549.05,23549.55
17,1731489720,514.35,514.8,514.35,514.8,,23550.05,23559.85,23548.1,23553.85
18,1731489780,519.35,528.45,519.35,528.45,7725.0,23554.95,23586.75,23553.7,23572.55
19,1731489840,537.1,537.1,537.1,537.1,7950.0,23575.5,23583.35,23572.15,23581.55
20,1731489960,519.0,520.0,518.6,520.0,,23572.95,23574.5,23554.05,23561.5
21,1731490020,518.15,518.15,518.15,518.15,8025.0,23561.55,23568.55,23554.45,23559.5
22,1731490080,518.15,518.15,518.15,518.15,8125.0,23558.05,23564.2,23554.8,23556.75
23,1731490140,516.45,516.45,516.45,516.45,8225.0,23555.9,23559.35,23552.85,23557.6
24,1731490200,509.65,509.65,509.65,509.65,,23560.25,23570.0,23539.0,23541.3
25,1731490260,508.8,510.55,508.8,510.55,8325.0,23540.35,23549.5,23538.55,23546.0
26,1731490320,511.6,511.6,507.1,507.1,8625.0,23546.65,23551.0,23535.3,23537.2
27,1731490380,502.65,502.65,502.65,502.65,8650.0,23537.15,23537.15,23525.05,23527.5
28,1731490440,490.0,490.0,488.35,488.35,,23526.55,23532.2,23511.2,23517.95
29,1731490500,489.35,489.35,486.3,486.3,8825.0,23517.55,23519.45,23509.85,23513.45
30,1731490560,486.4,487.95,482.15,487.3,9000.0,23514.4,23516.6,23512.95,23514.85
31,1731490620,488.8,498.55,488.8,495.2,9175.0,23515.1,23533.3,23513.5,23532.5
32,1731490680,493.1,497.3,490.4,493.9,,23531.85,23532.95,23524.45,23530.5
33,1731490740,495.35,499.05,495.35,499.05,9375.0,23531.15,23541.6,23526.65,23541.6
34,1731490800,499.05,499.05,499.05,499.05,9425.0,23539.75,23547.0,23536.95,23540.3
35,1731490860,503.35,503.35,503.1,503.1,9475.0,23540.55,23547.65,23540.1,23544.15
36,1731490980,500.3,500.3,500.3,500.3,,23542.55,23547.1,23541.85,23544.55
37,1731491040,500.3,500.3,500.3,500.3,9525.0,23543.75,23544.2,23540.0,23543.8
38,1731491100,512.05,525.5,512.05,525.5,9600.0,23544.95,23565.8,23544.95,23565.8
39,1731491160,534.3,534.3,534.3,534.3,10125.0,23566.75,23578.05,23562.8,23563.45
40,1731491220,518.75,518.75,518.75,518.75,,23563.3,23569.9,23560.0,23569.9
41,1731491280,522.05,522.05,522.05,522.05,10150.0,23570.45,23574.1,23567.9,23572.95
42,1731491340,534.4,534.4,534.4,534.4,10325.0,23573.8,23585.1,23573.0,23585.1
43,1731491400,534.85,541.8,532.7,541.8,10825.0,23584.85,23589.3,23583.85,23588.45
44,1731491520,534.25,534.25,534.25,534.25,,23588.4,23593.1,23588.2,23593.1
45,1731491580,540.7,540.7,540.7,540.7,10875.0,23593.5,23598.75,23593.2,23596.2
46,1731491640,543.25,543.45,543.25,543.4,10900.0,23595.3,23603.75,23595.3,23603.75
47,1731491700,549.7,549.7,549.7,549.7,11100.0,23604.0,23614.85,23603.05,23613.8
48,1731491760,555.45,555.45,555.15,555.15,11175.0,23614.45,23618.85,23613.25,23615.1
49,1731491820,555.45,555.45,555.3,555.3,,23614.5,23618.8,23612.4,23613.05
50,1731491880,552.5,552.5,546.55,546.55,11275.0,23613.25,23614.1,23601.25,23602.5
51,1731491940,546.55,546.55,546.55,546.55,11300.0,23604.2,23604.2,23594.3,23602.9
52,1731556440,556.5,556.5,556.5,556.5,,23599.55,23624.1,23599.55,23615.1
53,1731556500,556.5,556.5,556.5,556.5,25.0,23614.5,23623.3,23607.1,23620.65
54,1731557040,535.6,535.6,535.6,535.6,,23586.15,23603.05,23584.85,23586.55
55,1731557100,535.6,535.6,535.6,535.6,50.0,23587.55,23590.65,23577.4,23582.4
56,1731557400,516.45,516.45,516.45,516.45,75.0,23587.85,23588.4,23573.95,23582.3
57,1731557700,511.0,511.0,511.0,511.0,,23575.15,23577.1,23563.55,23574.45
58,1731557760,511.0,511.0,511.0,511.0,100.0,23573.9,23595.3,23558.8,23589.05
59,1731558300,525.0,525.0,525.0,525.0,,23572.65,23597.85,23572.65,23595.05
60,1731558360,525.0,525.0,525.0,525.0,1100.0,23595.5,23606.3,23593.4,23603.55
61,1731558720,574.5,574.5,574.5,574.5,1125.0,23651.05,23657.0,23641.95,23655.95
62,1731558780,569.6,569.6,569.6,569.6,,23657.15,23662.15,23652.95,23657.5
63,1731558840,569.6,569.6,569.6,569.6,1325.0,23658.85,23675.6,23651.4,23653.6
64,1731558960,583.55,583.55,583.55,583.55,,23661.25,23662.95,23649.1,23655.9
65,1731559020,585.05,585.05,569.65,569.65,1425.0,23656.5,23659.7,23640.9,23647.05
66,1731559080,569.65,569.65,569.65,569.65,1550.0,23647.25,23648.7,23634.35,23641.1
67,1731559260,543.15,543.15,543.15,543.15,,23621.9,23623.4,23613.55,23617.15
68,1731559320,543.15,543.15,543.15,543.15,1575.0,23617.75,23627.2,23616.95,23626.7
69,1731559440,550.0,550.0,550.0,550.0,1625.0,23629.3,23629.3,23612.85,23616.9
70,1731559800,535.75,535.75,535.75,535.75,,23602.75,23610.15,23599.3,23606.7
71,1731559860,535.75,535.75,535.75,535.75,1650.0,23606.4,23621.65,23604.85,23608.25
72,1731563220,449.7,449.7,449.7,449.7,,23506.8,23510.5,23502.95,23508.75
73,1731563340,449.7,449.7,449.7,449.7,1675.0,23511.3,23516.05,23504.85,23508.05
74,1731563400,453.95,453.95,453.95,453.95,1700.0,23509.05,23509.05,23497.85,23500.55
75,1731563460,445.05,445.55,445.05,445.55,1800.0,23500.65,23503.8,23495.25,23502.6
76,1731563880,457.8,457.8,457.8,457.8,,23508.15,23517.0,23506.6,23507.7
77,1731563940,457.8,457.8,457.8,457.8,1825.0,23508.3,23513.5,23506.25,23509.25
78,1731564180,457.65,457.65,457.65,457.65,1875.0,23501.75,23511.55,23501.75,23508.9
79,1731564360,464.65,464.65,464.65,464.65,,23518.15,23522.6,23511.7,23512.0
80,1731564420,464.65,464.65,464.65,464.65,1900.0,23514.35,23514.5,23505.85,23508.5
81,1731564600,455.0,455.0,455.0,455.0,,23508.2,23516.1,23506.7,23510.65
82,1731564660,455.0,455.0,455.0,455.0,1925.0,23510.95,23518.75,23509.6,23518.75
83,1731565380,451.3,451.3,451.3,451.3,1950.0,23508.1,23515.6,23499.05,23514.8
84,1731565800,469.15,469.15,469.15,469.15,,23527.55,23532.15,23524.55,23528.6
85,1731565860,469.15,469.15,469.15,469.15,2000.0,23528.9,23529.2,23520.65,23521.85
86,1731568440,460.15,460.15,460.15,460.15,2050.0,23523.55,23527.05,23519.65,23522.05
87,1731569400,474.65,474.65,474.65,474.65,2075.0,23535.85,23544.0,23533.85,23540.7
88,1731570000,482.05,482.05,482.05,482.05,2100.0,23546.8,23552.05,23542.3,23550.6
89,1731571860,459.25,459.25,459.25,459.25,2175.0,23526.95,23530.0,23522.75,23527.4
90,1731571920,463.65,463.65,463.65,463.65,2200.0,23528.25,23528.5,23522.8,23525.3
91,1731572100,463.5,463.5,462.6,462.6,,23524.3,23527.3,23521.75,23524.05
92,1731572160,462.6,462.6,462.6,462.6,2250.0,23523.1,23531.65,23520.8,23530.35
93,1731572220,465.9,465.9,465.9,465.9,,23529.9,23531.35,23524.3,23525.95
94,1731572280,465.35,465.35,460.8,460.8,2400.0,23526.4,23526.5,23516.1,23519.8
95,1731572340,458.75,459.3,458.3,458.3,,23521.1,23524.2,23518.7,23521.9
96,1731572400,458.7,462.05,458.7,462.05,2625.0,23521.55,23527.45,23519.25,23526.8
97,1731572460,465.85,465.85,465.85,465.85,2700.0,23526.95,23530.0,23524.35,23527.85
98,1731572520,465.85,465.85,465.85,465.85,2725.0,23527.95,23527.95,23519.45,23519.45
99,1731572700,459.5,459.5,459.5,459.5,2825.0,23524.25,23532.55,23522.25,23531.3
100,1731573240,473.4,473.4,473.4,473.4,,23544.5,23546.2,23540.45,23545.8
101,1731573300,473.4,473.4,473.4,473.4,2850.0,23545.75,23546.05,23537.4,23541.95
102,1731573720,464.95,464.95,464.95,464.95,2875.0,23537.65,23538.1,23534.2,23535.55
103,1731573900,474.95,474.95,474.95,474.95,2900.0,23548.75,23550.25,23544.75,23549.1
104,1731574020,470.0,470.0,470.0,470.0,,23542.15,23542.15,23531.1,23541.4
