,DT,LO,LH,LL,LC,LV,MO,MH,ML,MC
0,1730952120,215.45,215.45,215.45,215.45,125.0,24353.45,24363.3,24349.1,24351.45
1,1730952180,222.95,222.95,222.95,222.95,200.0,24351.85,24357.3,24342.5,24351.05
2,1730952480,225.0,225.0,225.0,225.0,,24349.25,24352.15,24342.15,24347.05
3,1730952540,225.0,225.0,225.0,225.0,225.0,24347.3,24354.25,24339.1,24341.2
4,1730954460,270.1,270.1,270.1,270.1,250.0,24222.1,24229.75,24202.6,24208.5
5,1730955840,270.1,270.1,270.1,270.1,350.0,24185.95,24190.0,24184.3,24187.15
6,1730964540,256.85,256.85,256.85,256.85,400.0,24221.1,24221.1,24215.1,24216.65
7,1730971380,273.95,273.95,273.95,273.95,,24185.25,24186.35,24180.4,24182.4
8,1730971440,273.95,273.95,273.95,273.95,425.0,24182.55,24185.15,24181.75,24182.05
9,1730971680,264.0,264.0,264.0,264.0,450.0,24182.2,24201.05,24182.2,24199.3
10,1730973540,274.0,274.0,274.0,274.0,,24192.3,24197.1,24189.75,24194.6
11,1731037800,338.1,338.1,338.1,338.1,25.0,24085.9,24085.9,24067.45,24074.05
12,1731037920,312.55,312.55,312.55,312.55,,24090.15,24094.5,24075.6,24077.45
13,1731037980,312.55,312.55,312.55,312.55,75.0,24077.4,24086.55,24076.5,24083.15
14,1731038100,310.0,310.0,300.8,300.8,375.0,24092.5,24148.85,24092.5,24148.85
15,1731038160,274.5,275.95,274.5,274.5,,24153.05,24192.3,24153.05,24167.75
16,1731038220,274.5,274.5,274.5,274.5,675.0,24166.8,24167.7,24126.1,24132.4
17,1731038340,284.6,284.6,280.0,280.0,,24155.4,24186.7,24151.05,24170.5
18,1731038400,280.0,280.0,280.0,280.0,900.0,24170.35,24171.4,24155.65,24170.65
19,1731039420,246.05,250.8,246.05,250.8,1000.0,24262.3,24275.2,24253.7,24263.1
20,1731039780,282.4,285.2,282.4,285.2,,24198.55,24199.35,24146.35,24172.15
21,1731039840,285.2,285.2,285.2,285.2,1075.0,24170.9,24179.45,24170.9,24176.55
22,1731040020,266.45,266.45,266.45,266.45,,24188.7,24190.4,24173.8,24178.2
23,1731040080,269.0,269.0,269.0,269.0,1150.0,24177.35,24188.2,24169.5,24186.5
24,1731040140,269.0,269.0,269.0,269.0,1250.0,24185.2,24196.1,24183.25,24191.85
25,1731040680,265.0,265.0,265.0,265.0,1300.0,24181.3,24189.0,24180.95,24188.9
26,1731040740,265.8,265.8,265.8,265.8,1350.0,24188.85,24197.95,24188.4,24197.5
27,1731042840,266.0,266.0,266.0,266.0,1575.0,24172.75,24175.95,24170.4,24171.15
28,1731043260,270.3,270.3,269.15,269.15,1825.0,24166.55,24166.85,24161.25,24162.8
29,1731043320,269.15,269.15,269.15,269.15,1850.0,24162.35,24163.6,24159.95,24162.65
30,1731043680,266.05,266.05,266.05,266.05,1900.0,24161.9,24167.65,24161.9,24166.35
31,1731043860,265.0,265.0,265.0,265.0,1950.0,24171.8,24172.7,24161.05,24163.15
32,1731045180,265.1,265.1,265.1,265.1,2200.0,24151.75,24154.5,24148.15,24153.65
33,1731045360,280.0,280.0,280.0,280.0,,24146.0,24151.75,24143.65,24150.15
34,1731045420,280.0,280.0,280.0,280.0,2250.0,24150.05,24152.2,24143.9,24146.2
35,1731046320,280.0,280.0,280.0,280.0,2350.0,24142.65,24144.95,24140.05,24141.35
36,1731046980,283.7,283.7,283.7,283.7,2375.0,24131.0,24133.8,24127.6,24128.9
37,1731047520,283.75,283.75,283.75,283.75,2400.0,24110.75,24116.95,24105.75,24114.85
38,1731047580,297.7,297.7,297.7,297.7,2425.0,24114.95,24114.95,24108.9,24113.0
39,1731049020,290.0,290.0,290.0,290.0,2450.0,24126.25,24128.1,24122.05,24127.15
40,1731049560,276.1,279.35,276.1,279.35,2650.0,24140.45,24140.95,24136.5,24138.1
41,1731049800,279.35,279.35,279.35,279.35,2675.0,24142.9,24144.35,24139.65,24143.65
42,1731050160,270.85,270.85,270.85,270.85,,24143.1,24143.7,24137.5,24139.2
43,1731050220,275.45,275.45,275.45,275.45,2825.0,24139.45,24141.15,24134.35,24140.95
44,1731050700,274.4,274.4,274.4,274.4,2850.0,24137.4,24141.9,24135.6,24139.7
45,1731051600,261.2,261.2,261.2,261.2,2875.0,24146.9,24163.3,24145.4,24163.3
46,1731052380,261.15,261.15,261.15,261.15,2975.0,24173.3,24176.65,24169.9,24174.3
47,1731053520,272.5,272.5,272.5,272.5,,24145.05,24147.7,24140.35,24146.05
48,1731053580,272.5,272.5,272.5,272.5,3000.0,24146.1,24148.55,24142.55,24147.25
49,1731055440,272.9,272.9,272.9,272.9,3050.0,24138.3,24140.2,24130.65,24136.75
50,1731055500,275.0,275.15,275.0,275.15,3175.0,24136.6,24136.6,24129.7,24132.8
51,1731055860,274.95,274.95,274.95,274.95,3275.0,24130.0,24135.1,24128.65,24131.9
52,1731056580,272.6,272.6,272.6,272.6,3300.0,24134.5,24138.3,24132.2,24135.6
53,1731057840,265.7,265.7,265.7,265.7,3325.0,24164.45,24165.2,24155.0,24158.4
