,DT,LO,LH,LL,LC,LV,MO,MH,ML,MC
0,1730865240,690.0,690.0,690.0,690.0,,24229.05,24267.3,24229.05,24265.25
1,1730865300,690.0,690.0,690.0,690.0,625.0,24264.2,24284.3,24253.7,24283.2
2,1730865600,748.35,748.35,748.35,748.35,,24344.85,24349.3,24336.9,24338.55
3,1730865660,748.35,748.35,748.35,748.35,1025.0,24337.75,24343.3,24332.55,24338.55
4,1730866440,742.35,742.35,742.35,742.35,,24324.1,24347.3,24324.1,24346.4
5,1730866500,745.0,745.0,745.0,745.0,1275.0,24346.75,24353.35,24340.5,24352.15
6,1730866560,745.0,745.0,745.0,745.0,1475.0,24351.45,24367.95,24350.75,24363.2
7,1730866620,762.0,762.0,762.0,762.0,,24362.65,24378.75,24360.5,24377.2
8,1730866680,762.0,762.0,762.0,762.0,1675.0,24376.55,24387.25,24375.5,24387.25
9,1730868420,775.05,775.05,775.05,775.05,,24371.1,24379.5,24366.05,24378.7
10,1730868480,775.05,775.05,775.05,775.05,1925.0,24378.95,24388.1,24376.15,24386.55
11,1730869800,735.0,735.0,735.0,735.0,2225.0,24328.55,24330.25,24312.5,24313.05
12,1730870280,720.0,721.05,720.0,721.05,,24312.6,24316.55,24309.6,24311.85
13,1730870340,712.0,712.0,712.0,712.0,2625.0,24310.45,24311.85,24304.55,24304.8
14,1730870400,712.0,712.0,712.0,712.0,2925.0,24303.8,24307.8,24301.35,24305.2
15,1730870460,708.0,708.0,708.0,708.0,,24304.7,24307.05,24300.0,24303.0
16,1730870520,708.0,708.0,708.0,708.0,3125.0,24302.25,24311.55,24302.25,24310.9
17,1730870580,721.0,721.0,721.0,721.0,3325.0,24310.2,24356.0,24310.2,24356.0
18,1730870640,775.0,775.0,775.0,775.0,,24355.7,24365.35,24341.2,24347.4
19,1730870700,775.0,775.0,775.0,775.0,3700.0,24346.3,24349.05,24340.5,24347.6
20,1730870820,761.2,761.2,761.2,761.2,,24346.4,24371.3,24346.4,24365.15
21,1730870880,761.2,761.2,761.2,761.2,3800.0,24365.05,24369.05,24362.6,24362.6
22,1730871060,764.25,764.25,764.25,764.25,,24368.2,24376.85,24367.95,24376.65
23,1730871120,763.95,764.2,763.95,764.2,3900.0,24376.55,24381.3,24371.1,24376.55
24,1730871180,752.6,752.6,752.6,752.6,4100.0,24376.0,24378.0,24359.9,24360.65
25,1730871240,753.45,753.45,753.45,753.45,4300.0,24359.4,24360.6,24352.25,24352.9
26,1730871360,751.95,751.95,751.95,751.95,4400.0,24356.65,24356.95,24350.8,24353.3
27,1730871600,755.1,755.1,755.1,755.1,4500.0,24356.55,24366.6,24356.55,24364.35
28,1730874540,846.15,846.15,846.15,846.15,,24436.55,24439.75,24433.6,24435.9
29,1730874600,846.15,846.15,846.15,846.15,4525.0,24436.85,24441.55,24435.8,24437.0
30,1730875620,808.2,808.2,808.2,808.2,4625.0,24422.3,24423.2,24408.85,24410.4
31,1730876040,785.8,785.8,785.8,785.8,4725.0,24408.5,24410.6,24399.1,24410.4
32,1730877180,821.0,821.0,821.0,821.0,5225.0,24433.85,24434.25,24425.2,24426.95
33,1730880060,853.95,853.95,853.95,853.95,5275.0,24460.1,24468.7,24460.1,24468.4
34,1730880480,857.5,857.5,857.5,857.5,,24466.7,24474.05,24466.7,24473.75
35,1730880540,857.5,857.5,857.5,857.5,5375.0,24474.1,24479.55,24472.0,24478.6
36,1730880780,848.45,848.45,848.45,848.45,,24461.75,24463.15,24456.8,24462.9
37,1730880840,848.45,848.45,848.45,848.45,5425.0,24463.2,24466.05,24461.75,24465.35
38,1730884200,856.85,856.85,856.85,856.85,5525.0,24483.05,24483.1,24470.25,24470.25
39,1730885460,872.15,872.15,872.15,872.15,,24483.7,24496.8,24483.1,24495.35
40,1730885520,861.55,861.55,861.55,861.55,5725.0,24494.5,24495.15,24480.55,24483.05
41,1730952600,721.0,721.0,721.0,721.0,,24341.7,24344.0,24326.7,24343.4
42,1730952660,726.2,726.2,726.2,726.2,300.0,24343.75,24354.8,24339.95,24351.75
43,1730953860,649.55,649.55,649.55,649.55,500.0,24254.95,24255.5,24233.55,24236.75
44,1730954160,623.2,623.2,623.2,623.2,,24219.1,24228.9,24216.45,24222.25
45,1730954220,627.25,627.25,627.25,627.25,550.0,24221.75,24229.0,24220.2,24227.75
46,1730954280,630.4,630.4,627.4,627.4,1550.0,24228.4,24237.0,24221.5,24234.85
47,1730954340,627.45,629.7,627.45,628.7,,24236.25,24236.7,24221.45,24223.7
48,1730954400,628.7,628.7,628.7,628.7,2000.0,24222.6,24224.65,24215.85,24222.5
49,1730954640,612.2,612.2,612.2,612.2,,24216.65,24221.75,24204.15,24221.75
50,1730954700,612.2,612.2,612.2,612.2,2050.0,24222.45,24224.95,24215.4,24224.95
51,1731037500,568.05,568.05,568.05,568.05,100.0,24207.7,24220.45,24122.25,24125.9
