,DT,LO,LH,LL,LC,LV,MO,MH,ML,MC
0,1730951580,95.0,95.6,95.0,95.6,25.0,24429.35,24432.95,24406.2,24408.05
1,1730951700,99.15,108.2,99.15,108.2,50.0,24393.05,24393.05,24373.75,24380.15
2,1730951760,108.2,108.2,108.2,108.2,225.0,24374.25,24377.15,24362.25,24370.55
3,1730951820,105.1,105.1,105.1,105.1,,24367.3,24373.4,24354.45,24356.15
4,1730951880,105.1,105.1,105.1,105.1,275.0,24356.5,24361.45,24345.15,24346.3
5,1730951940,105.0,105.0,105.0,105.0,575.0,24344.25,24364.15,24344.25,24353.7
6,1730952180,106.4,106.45,106.4,106.45,650.0,24351.85,24357.3,24342.5,24351.05
7,1730952240,106.3,106.3,93.75,93.75,,24351.7,24364.1,24351.7,24361.2
8,1730952300,103.35,103.35,103.35,103.35,1000.0,24361.3,24367.25,24350.9,24358.2
9,1730952360,99.7,99.7,99.7,99.7,1150.0,24357.1,24362.95,24342.95,24342.95
10,1730952540,105.25,105.25,104.0,104.1,1175.0,24347.3,24354.25,24339.1,24341.2
11,1730952600,106.0,106.0,106.0,106.0,1325.0,24341.7,24344.0,24326.7,24343.4
12,1730952660,102.0,107.0,102.0,107.0,,24343.75,24354.8,24339.95,24351.75
13,1730952780,102.8,102.8,100.3,101.55,2125.0,24353.2,24365.7,24352.8,24356.0
14,1730952840,101.65,101.65,100.2,101.0,3200.0,24356.5,24369.75,24354.65,24363.15
15,1730952900,101.25,101.25,101.1,101.15,3325.0,24363.3,24365.75,24353.25,24355.25
16,1730953200,99.05,100.1,99.05,100.1,3400.0,24366.3,24366.3,24351.45,24357.0
17,1730953320,109.25,109.25,104.2,104.2,4650.0,24348.2,24348.2,24335.35,24341.65
18,1730953380,104.15,104.15,104.15,104.15,4950.0,24340.6,24344.15,24333.4,24341.85
19,1730953500,104.05,104.35,104.05,104.2,5100.0,24338.3,24340.7,24328.65,24339.45
20,1730953620,94.75,105.0,94.75,105.0,6225.0,24335.15,24340.55,24314.45,24318.95
21,1730953680,112.8,112.8,105.85,107.2,7750.0,24319.75,24324.05,24293.4,24293.9
22,1730953740,112.5,112.5,112.2,112.2,8025.0,24293.8,24298.85,24278.25,24279.8
23,1730953800,113.55,113.55,113.55,113.55,8100.0,24279.85,24280.25,24255.1,24258.35
24,1730953920,125.05,125.65,125.05,125.4,8300.0,24237.15,24240.25,24217.25,24230.55
25,1730953980,123.65,123.65,113.6,113.6,9350.0,24232.4,24242.5,24221.75,24222.8
26,1730954100,124.5,126.0,124.5,126.0,9950.0,24221.6,24222.65,24205.0,24219.45
27,1730954160,126.0,126.0,126.0,126.0,9975.0,24219.1,24228.9,24216.45,24222.25
28,1730954220,123.6,123.6,123.0,123.0,,24221.75,24229.0,24220.2,24227.75
29,1730954280,122.55,122.55,122.55,122.55,10025.0,24228.4,24237.0,24221.5,24234.85
30,1730954340,120.65,124.95,120.65,124.95,10150.0,24236.25,24236.7,24221.45,24223.7
31,1730954400,124.95,124.95,124.95,124.95,10175.0,24222.6,24224.65,24215.85,24222.5
32,1730954460,124.95,124.95,124.95,124.95,10550.0,24222.1,24229.75,24202.6,24208.5
33,1730954520,124.75,124.75,124.75,124.75,,24209.05,24220.45,24208.15,24213.2
34,1730954580,123.0,123.0,123.0,123.0,10800.0,24214.6,24222.25,24213.25,24216.35
35,1730954640,121.7,121.7,121.7,121.7,10875.0,24216.65,24221.75,24204.15,24221.75
36,1730954820,119.25,119.25,119.25,119.25,,24218.5,24236.45,24218.5,24231.8
37,1730954880,119.25,119.25,119.25,119.25,11200.0,24232.05,24236.25,24224.95,24235.6
38,1730955120,116.3,116.3,116.3,116.3,11250.0,24234.0,24234.8,24226.45,24234.2
39,1730955300,116.7,116.7,116.7,116.7,11325.0,24229.8,24237.1,24222.55,24222.55
40,1730955420,124.45,124.8,124.45,124.55,11450.0,24213.55,24213.55,24188.9,24196.1
41,1730955540,121.8,123.4,121.8,123.4,11500.0,24195.2,24197.65,24194.1,24195.15
42,1730955720,125.0,125.0,125.0,125.0,,24189.75,24197.15,24188.85,24194.35
43,1730955780,125.0,125.0,125.0,125.0,11525.0,24194.2,24196.65,24185.7,24187.25
44,1730955840,126.95,126.95,124.7,124.9,11550.0,24185.95,24190.0,24184.3,24187.15
45,1730955900,124.9,124.9,124.9,124.9,11625.0,24187.1,24200.8,24185.35,24199.75
46,1730955960,124.55,124.55,124.55,124.55,,24200.35,24205.6,24196.3,24204.6
47,1730956020,124.55,124.55,124.55,124.55,11650.0,24203.95,24204.35,24198.6,24203.1
48,1730956560,123.05,123.05,123.05,123.05,11675.0,24206.85,24214.3,24202.55,24213.45
49,1730956920,119.85,119.85,119.85,119.85,11700.0,24213.0,24215.0,24208.75,24214.75
50,1730957220,111.45,111.45,109.65,110.55,11900.0,24255.1,24256.1,24242.4,24245.25
51,1730957520,111.15,111.15,111.15,111.15,12400.0,24241.95,24243.95,24239.3,24242.85
52,1730957580,111.4,111.4,111.4,111.4,12425.0,24242.75,24247.85,24239.15,24243.7
53,1730957760,111.85,111.85,111.85,111.85,12450.0,24242.6,24242.6,24227.75,24229.15
54,1730957820,115.85,115.85,115.85,115.85,12475.0,24228.6,24233.45,24221.45,24222.45
55,1730958000,121.95,121.95,121.95,121.95,12725.0,24222.5,24225.7,24220.65,24225.6
56,1730958120,118.9,118.9,118.9,118.9,12750.0,24233.0,24233.3,24228.05,24229.05
57,1730958180,116.25,116.25,116.25,116.25,12825.0,24228.7,24232.7,24225.6,24232.2
58,1730958240,114.15,114.15,114.15,114.15,12850.0,24231.8,24236.25,24224.85,24233.2
59,1730958300,114.55,114.55,114.55,114.55,12875.0,24232.65,24232.95,24223.9,24225.35
60,1730958360,116.75,117.6,116.15,117.15,13100.0,24225.45,24232.75,24224.2,24229.85
61,1730958420,117.5,119.55,117.3,117.5,14125.0,24229.3,24229.3,24220.25,24220.8
62,1730958480,117.75,119.4,117.75,118.3,14375.0,24220.5,24225.05,24208.9,24208.9
63,1730958540,122.45,123.9,122.45,123.3,15025.0,24208.4,24208.4,24194.05,24194.15
64,1730958600,123.0,129.1,123.0,123.55,16025.0,24194.65,24199.35,24192.85,24194.15
65,1730958660,123.65,125.65,123.65,125.65,16325.0,24194.45,24196.55,24190.65,24195.5
66,1730958720,125.4,125.4,124.65,124.65,16400.0,24195.55,24204.35,24194.4,24198.6
67,1730958780,124.0,125.4,124.0,125.4,16700.0,24196.9,24202.55,24183.3,24197.35
68,1730958840,123.95,123.95,122.8,122.8,16800.0,24197.1,24208.85,24197.1,24205.8
69,1730958900,122.3,123.45,122.3,123.45,17100.0,24205.2,24208.05,24200.85,24203.0
70,1730958960,121.45,121.45,121.45,121.45,,24203.25,24212.0,24199.95,24211.7
71,1730959020,120.05,120.05,120.05,120.05,17150.0,24211.3,24216.1,24210.15,24214.05
