DT,LO,LH,LL,LC,LV,MO,MH,ML,MC
2024-11-07 13:23:00+05:30,1232.1,1232.1,1232.1,1232.1,25.0,24205.25,24206.9,24201.2,24205.25
2024-11-12 15:00:00+05:30,891.3,897.8,891.3,893.4,125.0,23923.45,23929.7,23908.25,23912.25
2024-11-13 09:15:00+05:30,815.85,815.85,815.85,815.85,0.0,23822.45,23840.1,23782.2,23838.85
2024-11-13 09:16:00+05:30,815.85,815.85,815.85,815.85,100.0,23840.05,23847.55,23821.25,23830.35
2024-11-13 10:19:00+05:30,709.4,709.4,709.4,709.4,125.0,23712.2,23714.9,23704.25,23708.85
2024-11-13 10:32:00+05:30,719.4,719.4,719.4,719.4,150.0,23716.45,23722.4,23711.2,23722.1
2024-11-13 11:08:00+05:30,714.1,714.1,714.1,714.1,,23716.6,23719.35,23712.15,23715.7
2024-11-13 11:09:00+05:30,714.1,714.1,714.1,714.1,175.0,23715.9,23720.75,23713.85,23716.2
2024-11-13 13:46:00+05:30,700.35,700.35,700.35,700.35,,23702.7,23706.85,23695.45,23697.15
2024-11-13 13:47:00+05:30,700.35,700.35,700.35,700.35,200.0,23696.9,23715.1,23696.9,23713.3
2024-11-13 13:49:00+05:30,698.05,698.05,698.05,698.05,,23707.35,23708.65,23702.7,23707.6
2024-11-13 13:50:00+05:30,698.05,698.05,698.05,698.05,225.0,23707.15,23711.2,23693.9,23710.6
2024-11-13 14:07:00+05:30,686.3,686.3,686.3,686.3,250.0,23686.2,23688.75,23683.05,23687.75
2024-11-13 14:08:00+05:30,688.5,688.5,688.5,688.5,275.0,23688.25,23692.8,23685.65,23687.8
2024-11-13 14:11:00+05:30,657.85,657.85,657.85,657.85,,23668.3,23670.45,23653.0,23655.85
2024-11-13 14:12:00+05:30,660.5,660.5,653.5,653.5,325.0,23657.1,23658.05,23641.0,23644.4
2024-11-13 14:13:00+05:30,656.65,656.65,656.65,656.65,1200.0,23645.35,23650.45,23643.7,23645.25
2024-11-13 14:18:00+05:30,642.7,642.7,642.7,642.7,,23641.4,23646.8,23639.0,23642.8
2024-11-13 14:19:00+05:30,642.7,642.7,642.7,642.7,1225.0,23643.65,23646.35,23636.8,23643.55
2024-11-13 14:27:00+05:30,631.35,631.35,631.35,631.35,,23613.15,23627.05,23608.2,23626.0
2024-11-13 14:28:00+05:30,631.35,631.35,631.35,631.35,1250.0,23625.85,23625.85,23618.6,23621.8
2024-11-13 14:45:00+05:30,589.05,589.05,588.75,588.75,,23561.45,23561.45,23545.75,23551.7
2024-11-13 14:46:00+05:30,604.15,604.15,604.15,604.15,1325.0,23551.3,23574.2,23550.95,23570.0
2024-11-13 14:49:00+05:30,599.8,599.8,599.8,599.8,,23567.35,23567.45,23560.05,23564.1
2024-11-13 14:50:00+05:30,599.8,599.8,599.8,599.8,1350.0,23564.4,23569.1,23556.7,23558.7
