,DT,LO,LH,LL,LC,LV,MO,MH,ML,MC
0,1730870160,1300.0,1300.0,1300.0,1300.0,175.0,24306.0,24319.5,24306.0,24318.35
1,1730881920,1449.4,1449.4,1449.4,1449.4,,24486.9,24489.75,24481.55,24483.35
2,1730881980,1449.4,1449.4,1449.4,1449.4,200.0,24481.8,24485.25,24476.8,24477.95
3,1730965980,1232.1,1232.1,1232.1,1232.1,25.0,24205.25,24206.9,24201.2,24205.25
4,1731403800,891.3,897.8,891.3,893.4,125.0,23923.45,23929.7,23908.25,23912.25
5,1731469500,815.85,815.85,815.85,815.85,0.0,23822.45,23840.1,23782.2,23838.85
6,1731469560,815.85,815.85,815.85,815.85,100.0,23840.05,23847.55,23821.25,23830.35
7,1731473340,709.4,709.4,709.4,709.4,125.0,23712.2,23714.9,23704.25,23708.85
8,1731474120,719.4,719.4,719.4,719.4,150.0,23716.45,23722.4,23711.2,23722.1
9,1731476280,714.1,714.1,714.1,714.1,,23716.6,23719.35,23712.15,23715.7
10,1731476340,714.1,714.1,714.1,714.1,175.0,23715.9,23720.75,23713.85,23716.2
11,1731485760,700.35,700.35,700.35,700.35,,23702.7,23706.85,23695.45,23697.15
12,1731485820,700.35,700.35,700.35,700.35,200.0,23696.9,23715.1,23696.9,23713.3
13,1731485940,698.05,698.05,698.05,698.05,,23707.35,23708.65,23702.7,23707.6
14,1731486000,698.05,698.05,698.05,698.05,225.0,23707.15,23711.2,23693.9,23710.6
15,1731487020,686.3,686.3,686.3,686.3,250.0,23686.2,23688.75,23683.05,23687.75
16,1731487080,688.5,688.5,688.5,688.5,275.0,23688.25,23692.8,23685.65,23687.8
17,1731487260,657.85,657.85,657.85,657.85,,23668.3,23670.45,23653.0,23655.85
18,1731487320,660.5,660.5,653.5,653.5,325.0,23657.1,23658.05,23641.0,23644.4
19,1731487380,656.65,656.65,656.65,656.65,1200.0,23645.35,23650.45,23643.7,23645.25
20,1731487680,642.7,642.7,642.7,642.7,,23641.4,23646.8,23639.0,23642.8
21,1731487740,642.7,642.7,642.7,642.7,1225.0,23643.65,23646.35,23636.8,23643.55
22,1731488220,631.35,631.35,631.35,631.35,,23613.15,23627.05,23608.2,23626.0
23,1731488280,631.35,631.35,631.35,631.35,1250.0,23625.85,23625.85,23618.6,23621.8
24,1731489300,589.05,589.05,588.75,588.75,,23561.45,23561.45,23545.75,23551.7
25,1731489360,604.15,604.15,604.15,604.15,1325.0,23551.3,23574.2,23550.95,23570.0
26,1731489540,599.8,599.8,599.8,599.8,,23567.35,23567.45,23560.05,23564.1
27,1731489600,599.8,599.8,599.8,599.8,1350.0,23564.4,23569.1,23556.7,23558.7
28,1731490140,592.2,592.2,592.2,592.2,,23555.9,23559.35,23552.85,23557.6
29,1731490200,586.6,586.6,586.6,586.6,,23560.25,23570.0,23539.0,23541.3
30,1731490260,585.95,585.95,585.95,585.95,1400.0,23540.35,23549.5,23538.55,23546.0
31,1731490320,587.0,587.0,581.6,581.6,1475.0,23546.65,23551.0,23535.3,23537.2
32,1731490380,580.25,580.25,579.3,579.3,1575.0,23537.15,23537.15,23525.05,23527.5
33,1731490500,563.15,563.15,563.15,563.15,1600.0,23517.55,23519.45,23509.85,23513.45
34,1731490560,564.05,564.05,561.5,561.5,1625.0,23514.4,23516.6,23512.95,23514.85
35,1731490620,561.5,561.5,561.5,561.5,1650.0,23515.1,23533.3,23513.5,23532.5
36,1731490740,573.95,575.45,573.95,575.45,,23531.15,23541.6,23526.65,23541.6
